collaboration_id,collaboration_name,song_id,artist_id
2693,Amanda Hahn,8944,1423
2694,Mandy Harris,8947,8439
2695,Daniel Graham,8949,8441
2696,Amber Harmon,8950,8442
2697,Dwayne Drake,8951,8443
2698,Jonathan Garcia,8953,8445
2699,Ashley Clark,8956,8448
2700,Sarah Johnson,8957,8449
2701,Heidi Cox,8958,2073
2702,Mark Johnson,8959,8450
2703,Mr. Corey Beard,8960,8451
2704,Micheal Smith,8961,8452
2705,Gary Mckenzie,8962,8453
2706,David Martinez,8963,8454
2707,Xavier Hodge,8965,8456
2708,Steven Garcia,8968,8459
2709,Barbara Garcia,8969,8460
2710,Sarah Simon,8971,8462
2711,Juan Tran,8978,8468
2712,Roger Castillo,8979,8469
2713,Steven Ward,8981,8471
2714,Carrie Jones,8984,8473
2715,Tracy Hayes,8989,8478
2716,Kendra Evans,8994,8483
2717,Sean Garcia,8996,8485
2718,Phyllis Mooney,9001,8489
2719,Donna Daniels,9003,8491
2720,Katie Reeves,9005,8492
2721,Carla Hardy,9008,8495
2722,Ashley Moore,9010,8497
2723,Jennifer Hawkins,9011,8498
2724,Lisa Boyd,9012,8499
2725,Amy Miller,9015,8501
2726,Christina Navarro,9022,8507
2727,Lee Mathis,9023,6020
2728,Allison Taylor,9024,8508
2729,Paul Mayo,9026,8510
2730,Wayne Jones,9030,8513
2731,Jennifer Rowe,9032,8514
2732,Shawn Elliott,9034,8516
2733,Victoria Thomas,9042,8523
2734,Beth Perez,9044,8525
2735,Joanna Beck,9045,8526
2736,William Vincent,9055,8535
2737,Keith Lindsey,9056,8536
2738,Kimberly Pearson,9059,8538
2739,Mary Webb,9062,8541
2740,Nicholas Hernandez,9063,8542
2741,Tracey Lam,9065,8544
2742,Mr. Brent Bartlett,9066,8545
2743,Dr. Kathleen Wallace,9068,8547
2744,Jennifer Carroll,9071,8550
2745,Phillip Gonzalez,9076,8555
2746,Brandon Larson PhD,9077,8556
2747,Amber Thompson,9079,374
2748,Richard Webb,9085,4817
2749,Daniel Mendez,9090,8565
2750,Julie Mason,9091,8566
2751,Joanna Gutierrez,9098,8573
2752,Allen Jackson,9099,8574
2753,Caleb Davis,9100,4661
2754,Rhonda Duarte,9102,8576
2755,Amanda Beard,9106,8579
2756,Angela Murphy,9110,8583
2757,Jennifer Wallace,9111,4279
2758,Lisa Green,9117,8589
2759,William Walker,9118,8590
2760,Stephanie Wilson,9121,8593
2761,Amber Campbell,9122,8594
2762,Jamie Walker,9125,2842
2763,Dorothy Herrera,9126,8597
2764,Shari Torres,9128,2134
2765,Miguel Parks,9135,8603
2766,Rita Griffin,9136,8604
2767,Cindy Hurley,9137,8605
2768,Matthew Jones,9141,8607
2769,Tina Carlson,9142,8608
2770,Amy Marks,9151,8616
2771,Christopher Thompson,9154,8619
2772,John Watson,9155,8620
2773,Dakota Burns,9158,8622
2774,Amy Jackson,9160,8624
2775,Heather Schneider,9162,8626
2776,Samantha Dawson,9170,8633
2777,Ryan Jenkins,9171,8634
2778,Kathy Campbell,9174,8637
2779,Jacob Cherry,9176,8639
2780,David Cross,9179,8642
2781,Rachel Soto,9180,5337
2782,Elizabeth Lindsey DVM,9184,8646
2783,Carol Reed,9191,8653
2784,Andrew Smith,9193,8654
2785,Aaron Moore,9194,8655
2786,Justin Stafford,9198,8658
2787,Kathleen Williamson,9199,8659
2788,Mason Burton,9200,8660
2789,Susan Hernandez,9206,8665
2790,Rhonda Adams,9210,8668
2791,Michael Wilson,9219,8673
2792,Melissa Beard,9226,696
2793,Nicholas Anderson,9230,8683
2794,Jeffrey Fuller,9234,8687
2795,Kurt Farmer,9239,8691
2796,Ivan Pace,9244,4001
2797,James Diaz,9251,8700
2798,Lori Davis,9254,2222
2799,Melanie Mitchell,9255,8703
2800,Sharon Brown,9257,8705
2801,David Adams,9258,8706
2802,Gregory James,9261,8708
2803,Scott Vasquez,9265,8711
2804,Angela Glover,9267,8713
2805,Tammie Hampton,9268,2779
2806,Patrick Jones,9270,8715
2807,Scott Davis,9272,8717
2808,Jean Blair,9276,3120
2809,Brandon Phillips,9278,8722
2810,Paul Benson,9280,8724
2811,Eric Robinson,9293,8737
2812,Juan Clark,9294,8738
2813,Matthew Rodriguez,9295,8739
2814,Dakota Peterson,9300,8744
2815,Rodney Ibarra,9305,8747
2816,Jennifer Stanley,9313,8754
2817,Mrs. Jessica Ramirez,9314,8755
2818,Ronald Martinez,9318,8758
2819,James Snyder,9321,8760
2820,James Thomas,9327,8764
2821,Sarah Donaldson,9329,8766
2822,Doris Fisher,9330,8767
2823,Joanna Mullen,9334,8770
2824,Caroline Smith,9340,8776
2825,Patty Willis,9348,8784
2826,Jennifer Gay,9349,8785
2827,Anthony Hudson,9351,8786
2828,Charles Jenkins,9352,8787
2829,Keith Wise,9356,8791
2830,Jessica Mooney,9360,8794
2831,Calvin Roberts,9361,8795
2832,Timothy Jones,9363,8797
2833,Bradley Martinez,9366,8799
2834,Corey Cole,9367,8800
2835,Zachary Cunningham,9368,701
2836,Brian Berger,9369,8801
2837,Mariah Perez,9371,8803
2838,Daniel Hendricks,9373,8804
2839,Robert Reynolds,9374,8805
2840,Mary Freeman,9375,8806
2841,Mark Wheeler,9383,8814
2842,John Perez,9384,8815
2843,Heather Martin,9387,1542
2844,Shannon Vincent,9391,8819
2845,Michael Cunningham,9392,2447
2846,Yvonne Hoover,9394,8820
2847,Justin Castro,9400,4529
2848,Patricia Martin,9401,8826
2849,Matthew Mckenzie,9402,8827
2850,Maria Henderson,9405,8829
2851,Melissa Blackburn,9418,3286
2852,Jessica Maldonado,9420,8842
2853,Judith Webster,9422,8844
2854,Sherri Carter,9426,8847
2855,Kimberly Avila,9429,8850
2856,Sarah Payne,9431,8851
2857,Carla Ross,9435,8855
2858,Nicholas Stevenson,9440,8860
2859,Andrew Shaw,9441,8861
2860,Ryan Curtis,9442,8862
2861,Ashlee Johnson,9445,8865
2862,Emma Oneill,9449,518
2863,Steven Morrow,9450,8869
2864,Jeffrey Wilson,9451,8870
2865,Nicholas Robinson,9452,8871
2866,Ronald Taylor,9454,8872
2867,Teresa Lloyd,9457,8875
2868,Stephen Lopez,9458,8876
2869,John Smith,9460,8878
2870,Christina House,9463,8881
2871,Joe West,9471,8889
2872,Teresa Pierce,9474,8892
2873,Cynthia Ward,9475,8893
2874,Amy Walker,9476,8894
2875,Lindsey Larsen,9483,8899
2876,Sabrina Meyers,9486,8902
2877,Kevin Anderson,9489,8905
2878,Cory Prince,9491,8907
2879,Alexandria Chase,9495,8911
2880,Michael Douglas,9496,8912
2881,Makayla Krueger,9497,8913
2882,Michael Mills,9498,8914
2883,Barry Robbins,9503,8918
2884,Madison Ware,9505,8920
2885,Alexandria Evans,9506,8921
2886,Dustin Dillon,9512,8926
2887,Lisa Smith,9513,8927
2888,Brian Walters,9515,8929
2889,Kimberly Mooney,9516,8930
2890,Laura Stevenson,9518,8932
2891,Christine Kelly,9519,8933
2892,Sean Lee,9521,8935
2893,Lisa Lindsey,9522,8936
2894,Joseph Webb,9523,8937
2895,Gregory Shea,9527,8940
2896,Jennifer Banks,9532,8944
2897,Jerry Weber,9540,8949
2898,Kimberly Walker,9542,8951
2899,Shannon Weiss DDS,9543,8952
2900,Clarence Price,9544,8953
2901,Vincent Moreno,9548,8957
2902,Jeremy Coleman,9550,8959
2903,Nicole Bowers,9552,8961
2904,Paige Haynes,9556,8965
2905,Sharon Arnold,9559,8968
2906,Donna Allen,9560,8969
2907,Sherry Meyers,9561,8970
2908,Jeffrey Taylor,9570,8977
2909,Michael Rodriguez,9571,8978
2910,Samuel Jennings,9572,8979
2911,Jonathan Watson,9575,8982
2912,Elizabeth Jackson,9576,8983
2913,Kristin Juarez,9578,8985
2914,Mrs. Ashley Diaz,9583,8989
2915,Rebecca Wilson,9584,8990
2916,Michelle Sawyer,9587,8992
2917,Heather Williams,9594,8999
2918,Cassandra Peters,9596,9001
2919,Linda Williams,9606,9010
2920,Sandra Jones,9614,9018
2921,Alyssa Roman,9615,9019
2922,Travis Summers,9617,9020
2923,Stephen White Jr.,9618,9021
2924,Johnny Miller,9620,9023
2925,Alex Graham,9625,9028
2926,Stephanie Wright,9631,9034
2927,Douglas Beard,9635,9037
2928,Nicole Gallagher,9637,9039
2929,Sarah Castaneda,9638,9040
2930,Stephanie Garrison,9642,9043
2931,Kimberly Anderson,9643,9044
2932,Eric Luna,9646,9047
2933,Madeline Griffith,9648,9049
2934,Robert West,9650,9050
2935,Danny Brown,9653,9053
2936,Heather Gaines,9655,9055
2937,Rebekah Elliott,9656,9056
2938,Brian Holt,9664,9064
2939,Vicki Palmer,9667,9067
2940,Walter Floyd,9668,9068
2941,William King,9675,9074
2942,Julie Gaines,9677,9076
2943,Joseph Davis,9682,9081
2944,Taylor Davis,9685,9082
2945,Rachel Diaz,9690,9086
2946,Nicholas Cabrera,9692,9088
2947,Jimmy Diaz,9697,9092
2948,Susan Green,9700,9095
2949,Brianna Hayes,9706,9100
2950,Angel Ibarra,9710,9104
2951,Richard Hunter,9715,9109
2952,Mrs. Taylor Adams,9718,9112
2953,Jesse Sanchez,9722,9115
2954,Brandon Kim,9725,8900
2955,Daniel Roberts,9726,9118
2956,Denise Baker,9727,9119
2957,Mary Farmer,9743,9135
2958,Christopher Conrad,9744,9136
2959,Lisa Schmitt,9751,9142
2960,Mark Diaz,9756,9146
2961,Jamie Oliver,9757,9147
2962,Amy Green,9760,9150
2963,Deborah Ruiz,9766,9156
2964,Rebecca Garcia,9767,8818
2965,Brittney Moore,9768,9157
2966,Christian Hernandez,9771,9160
2967,Scott White,9774,9163
2968,Christopher Richardson,9778,9167
2969,Robert Cox,9780,3448
2970,Danielle Colon,9781,9169
2971,Jacqueline Ford,9782,9170
2972,Jennifer Maddox,9783,9171
2973,Danielle Baker,9785,9173
2974,Jessica Parker,9788,9176
2975,Teresa Oliver,9791,9178
2976,Ronald Wright,9793,9180
2977,Joshua Diaz,9794,9181
2978,Terry Singleton,9797,9184
2979,Stephanie Spencer,9798,9185
2980,Nathan Rosales,9805,9192
2981,Peggy Perez,9807,9194
2982,Bethany Evans,9809,9196
2983,Shawn Garcia,9814,9201
2984,Marcus Liu,9815,1716
2985,Maria Martin,9816,9202
2986,Hannah Johnson,9817,9203
2987,Brian Barton,9821,9205
2988,Eric Ford,9823,9207
2989,Crystal Hawkins,9825,9209
2990,Sylvia Johnson,9828,9212
2991,James Miller,9835,2826
2992,Christopher Davis,9837,9219
2993,Mary Newton,9840,9222
2994,Kelli Hernandez,9844,9226
2995,Colton Hall,9845,9172
2996,Megan Sheppard,9847,9228
2997,Francisco Powers,9860,9238
2998,Jessica Brown,9862,9240
2999,Jose Martin,9863,9241
3000,Richard Medina,9870,9246
3001,Matthew Stokes,9876,9251
3002,Andrew Gonzalez,9878,9253
3003,Mary Garcia,9880,9255
3004,Courtney Weber,9884,9259
3005,Mary Hernandez,9890,9263
3006,Thomas Miles,9892,9265
3007,Tonya Blackwell,9893,9266
3008,Jacob Johnson,9899,9272
3009,Jose Shaffer,9908,9280
3010,Leonard Griffin,9912,9283
3011,Mary Mcdonald,9913,9284
3012,Bradley Archer,9920,9291
3013,Stephen Peters,9922,9293
3014,Virginia Brown,9930,9301
3015,Matthew Pennington,9932,2915
3016,Michael Harris,9938,9308
3017,Eric Snow,9945,3711
3018,Zachary Day,9952,3617
3019,Matthew Porter,9957,9321
3020,Spencer Buck,9958,9322
3021,Christopher Walters,9960,9324
3022,Alex Andersen,9963,9327
3023,Laura Montgomery,9972,9334
3024,Adam Brown,9978,9340
3025,Curtis Clark,9980,9342
3026,Stacy Roberson,9981,9343
3027,April Pittman,9983,9345
3028,Scott Vega,9984,3978
3029,Jose Green,9988,9348
3030,Lisa Reed,9989,9349
3031,Whitney Arnold,9992,426
3032,Kenneth Howard,9993,3636
3033,Denise Ellison,9994,9352
3034,Sheryl Myers,10000,9358
3035,Carlos Martin,10003,9361
3036,Michael Bender,10008,9365
3037,Kyle Martinez,10009,6547
3038,George Simpson,10012,9368
3039,Jason Townsend,10014,4965
3040,Valerie Lopez,10020,9374
3041,Brian Cain,10022,9376
3042,Troy Burke,10023,9377
3043,Max Powell,10025,7792
3044,William Phillips,10026,9379
3045,John Neal,10027,9380
3046,Sean Trevino,10029,9382
3047,Jeremy Cook,10035,9388
3048,John Rodriguez,10043,9396
3049,Wyatt Long,10045,9398
3050,Jasmine Henderson,10047,9399
3051,Mary Williams,10049,9401
3052,Brianna Smith,10050,9402
3053,Yolanda Lee,10055,8696
3054,Whitney Green,10061,9412
3055,Jeffrey Bowers,10064,9415
3056,Michael Mendez,10072,9422
3057,Katie Reeves,10073,9423
3058,Danielle House,10076,9426
3059,Karen Kane,10078,9428
3060,Virginia Rogers,10085,9435
3061,Lisa Dunn,10086,9436
3062,Nicholas Dawson,10088,9438
3063,Larry Robinson,10092,6060
3064,Kathy Smith,10098,9446
3065,Jeffrey Wolf,10101,9449
3066,Dale Holloway,10106,9453
3067,Mary Hoffman,10109,9456
3068,Marissa Burns,10113,9460
3069,Jennifer Brown,10117,9463
3070,Christine Flynn,10118,9464
3071,Misty White,10119,410
3072,Jacqueline Adams,10121,14
3073,Richard Michael,10122,9466
3074,Juan Hodge,10123,9467
3075,Nancy Anderson,10130,9474
3076,Michelle Bauer,10131,9475
3077,Megan Cruz,10132,9476
3078,Lisa Martin,10135,9479
3079,Courtney Barnes,10139,9483
3080,Edwin Velez,10140,9484
3081,David Martinez,10144,9487
3082,Jeffery Evans,10147,335
3083,Joshua Mccann,10149,9491
3084,John Hudson,10150,9492
3085,Amy Crosby,10154,9495
3086,Justin Wilson,10155,9496
3087,Daniel Ortiz,10159,9500
3088,Christopher Fisher,10165,9506
3089,Gregory Wilson,10166,9507
3090,Mercedes Mendez,10169,9510
3091,Jennifer Martinez,10171,9512
3092,Rebecca Williams,10172,9513
3093,Carla Kirby,10176,9517
3094,Robert Joseph,10177,8602
3095,Charles Baker,10178,9518
3096,Lisa Nelson,10189,9527
3097,Jason Hall,10199,9535
3098,Marie Stark,10207,9541
3099,Sarah Irwin,10211,9545
3100,Wesley Blackburn,10214,9548
3101,Katrina Blake,10217,9551
3102,Ashley Lee,10222,9556
3103,Edward Riggs,10223,9557
3104,Michelle Lopez,10224,9558
3105,Jillian Kennedy,10226,9560
3106,Christy Reyes DDS,10228,9562
3107,Kirsten Jacobs,10235,9566
3108,William Brown,10236,9567
3109,Stephanie Jones,10238,9569
3110,Tristan Lee,10245,9576
3111,Christopher Meyer,10246,9577
3112,Anita Hatfield,10247,9578
3113,Suzanne Bennett,10249,9580
3114,Patrick Garcia,10252,9583
3115,Wendy Jensen,10254,9585
3116,Jose Johnson,10262,9593
3117,Kimberly Howell,10263,9594
3118,Jacob Miller,10272,9601
3119,Rachel Bell,10273,9602
3120,Tanner Johnson,10274,9603
3121,Jeffrey Cunningham,10277,9605
3122,Philip Hayes,10280,9608
3123,Kevin Mora,10282,9610
3124,Natalie Hill MD,10283,9611
3125,Justin Wilson,10285,9613
3126,Stacy Diaz,10288,9616
3127,Victoria Stewart,10289,9617
3128,Tina Gordon,10290,9618
3129,Shannon Johnson,10292,9620
3130,Sarah Curry,10299,9627
3131,Brooke Barrera,10304,9517
3132,James Hardin,10306,9633
3133,Miss Elizabeth Morris,10307,9634
3134,Carlos Collins,10308,9635
3135,Jennifer Hansen,10311,9637
3136,Daniel Huynh,10319,9644
3137,Jennifer Brown,10323,9648
3138,Robert Nelson MD,10325,9650
3139,Jennifer Walker,10329,9653
3140,Emily Foster,10334,9656
3141,Briana Bishop,10341,9662
3142,Danielle Bridges,10342,9663
3143,Amy George,10347,9668
3144,Theresa White,10349,9670
3145,Abigail Mcconnell,10350,9671
3146,Dr. Thomas Cortez DDS,10358,9678
3147,Misty Kelly,10368,9687
3148,Daniel Bailey,10370,9689
3149,Melinda Smith,10371,9690
3150,Ann Becker,10375,9694
3151,Jack Cox,10377,9696
3152,Deborah Houston,10383,9702
3153,Olivia Johnson,10385,9704
3154,Kelly White,10386,570
3155,Casey Austin,10389,9706
3156,Gina White,10396,9713
3157,Amy King,10398,9714
3158,Michelle Jackson,10399,9715
3159,Diana Johnson,10402,9718
3160,Laura Jenkins,10403,9719
3161,Timothy Guzman,10405,8728
3162,Patricia Krause,10406,9720
3163,Tiffany Harding,10410,9724
3164,Margaret Buckley,10413,9727
3165,Anthony Martinez,10417,9731
3166,Jason Shaffer,10423,9736
3167,Lisa Conway,10428,9741
3168,Kristen Mays,10430,9742
3169,Jonathan Johnson,10432,9744
3170,Patricia Grant,10433,9745
3171,Frank Hensley MD,10436,9748
3172,Pamela Bishop,10439,9751
3173,Travis Jones,10443,9754
3174,Juan Curry,10448,9758
3175,Alexander Hahn,10449,9759
3176,Nathan Grimes,10451,9761
3177,Terri Harris,10454,9764
3178,Melissa Campos,10457,9767
3179,Jeffrey Livingston,10459,9769
3180,Lauren Walker,10460,9770
3181,Katherine Livingston,10467,9777
3182,Jonathon Farley,10468,9778
3183,Lee Campbell,10470,9780
3184,Antonio Sanchez,10475,9785
3185,Christine Guerra,10477,279
3186,Kyle Santos,10479,9788
3187,Jose Williams,10480,8698
3188,Betty Miller,10485,9793
3189,Jeffery Nelson,10487,9795
3190,Anita Rojas,10488,9796
3191,Kaitlyn Adams,10490,9798
3192,John Freeman,10492,9800
3193,Henry Smith,10494,9802
3194,Shannon Green,10496,9804
3195,Brittany Brown,10497,9805
3196,Jonathan Bennett,10503,9811
3197,Ernest Lopez,10504,9241
3198,Thomas Walton,10507,1691
3199,Lynn Jackson,10508,9814
3200,Brett Burton,10513,9817
3201,Mark Thompson,10515,9819
3202,James Dyer,10518,9822
3203,Stephanie Gray,10519,9823
3204,Matthew Castaneda,10521,9825
3205,Jenna Giles,10522,2242
3206,Rebecca Donovan,10524,9827
3207,Karina Solomon,10525,9828
3208,Tracey Burton,10527,9830
3209,Kathy Carlson,10529,9832
3210,Sean Carr,10530,9833
3211,Charles Hill,10531,1247
3212,Sarah Andrews,10532,9834
3213,Robert Huang,10537,9839
3214,Martin Aguirre,10538,3433
3215,Timothy Osborne,10539,9840
3216,Stephanie Curry,10549,9849
3217,Matthew Morse,10551,9851
3218,Linda Oconnor,10552,9852
3219,John Wright,10559,9859
3220,Jessica Clay,10560,9860
3221,Tammy King,10567,9865
3222,Jennifer Villanueva MD,10587,9883
3223,Stephanie Mccormick,10588,9884
3224,John Howard,10597,9892
3225,Sherry Hansen,10599,9894
3226,David Parks,10600,9895
3227,Heidi Vargas,10611,9905
3228,Michael Horton,10614,9908
3229,John Scott,10615,9909
3230,Nicholas Bennett,10619,9913
3231,Christopher Rubio,10626,9918
3232,Amanda Jensen,10630,9922
3233,Kenneth Ballard,10636,9927
3234,Monique Willis,10638,9929
3235,Victor Powell,10639,9930
3236,Aaron Olson,10641,9932
3237,Jason Serrano,10643,9933
3238,Lisa Howard,10646,9936
3239,Matthew Wade,10649,9938
3240,Holly Perkins,10655,9944
3241,David Baker,10659,9948
3242,Travis Grant,10661,9950
3243,Laura Obrien,10664,9953
3244,David Phillips,10665,9954
3245,Jeffrey Hanson,10667,9956
3246,Melinda Wang,10669,9958
3247,Mark Lewis,10672,9961
3248,Timothy Greer,10677,9966
3249,Christopher Spencer,10678,9967
3250,Angela Higgins,10679,1161
3251,Christian Rodgers,10683,3880
3252,Bryan Gonzalez,10688,4312
3253,Steven Henry,10689,9974
3254,Mark Taylor,10691,9975
3255,Bradley Hudson,10693,9977
3256,Brian Cooper,10695,9979
3257,Angela Graves,10698,9981
3258,Alison Hamilton DVM,10699,9982
3259,James Hanson,10706,9989
3260,Hannah Hunt,10707,9990
3261,Thomas Stark,10722,10005
3262,Andrea Rivera,10723,10006
3263,Justin Jordan,10733,8963
3264,Debra Kent,10734,10015
3265,William Bernard,10735,10016
3266,Christian Graves,10738,10019
3267,Danielle Sharp,10741,10021
3268,Mrs. Jennifer Oliver,10743,10023
3269,Brittany Cook,10745,10025
3270,Todd Page,10758,10036
3271,Sharon Snow,10759,10037
3272,Amy Kelly,10761,4289
3273,Gary Miller,10763,10040
3274,Henry Pope,10764,10041
3275,Karen Cooper,10766,10043
3276,Laurie Shannon,10769,10046
3277,Jason Garcia,10778,10053
3278,Beth Price,10782,10056
3279,Kimberly Jones,10783,10057
3280,Jeffrey Reese,10785,2483
3281,Lisa Powell,10791,10061
3282,Jennifer Rush,10795,10065
3283,Jason White,10798,10068
3284,Dennis Orozco,10808,10077
3285,Tina Allen,10811,10080
3286,April Roberts,10817,10086
3287,Kim Allen,10820,10089
3288,Christopher Jones,10825,10093
3289,Colleen Morales,10826,10094
3290,Maria Strong,10827,10095
3291,Nicole Garcia,10831,4436
3292,Anne Ferrell,10833,10100
3293,Joshua Shaw,10836,10103
3294,David Smith,10837,10104
3295,Sydney Mcmillan,10841,10107
3296,Rebecca Lewis,10844,10110
3297,Jeffrey Barnett,10845,10111
3298,Michelle Franklin,10846,10112
3299,Paula Carter,10848,10114
3300,Tracy Parks,10849,5097
3301,Raymond Shaw,10850,10115
3302,Jesse Chang,10855,10120
3303,Abigail Orozco,10866,10130
3304,Sherri Phillips,10871,10134
3305,Ann Russell,10875,10137
3306,David Cohen,10879,10140
3307,Malik Chandler,10882,10143
3308,Eric Henry,10891,10150
3309,Ruben Wolf,10896,10155
3310,Colin Reese,10898,10157
3311,Cory Floyd,10900,10159
3312,Lisa Lopez,10906,10165
3313,Bryan Smith,10920,10178
3314,Richard Smith,10924,10182
3315,Edward Ortiz,10925,10183
3316,Kathleen Morales,10932,10189
3317,Christopher Horne,10934,10191
3318,Melissa Snow,10940,10196
3319,Sandra Patterson,10945,2634
3320,Haley Henderson,10951,9778
3321,Barbara Quinn,10961,10213
3322,Jacqueline Franklin,10963,10215
3323,Hunter Ross,10968,10219
3324,Margaret Moore,10969,10220
3325,Melanie Bradley,10975,10225
3326,David Malone,10976,10226
3327,Mary Dean,10977,10227
3328,Hunter Lucas,10978,10228
3329,Warren Simpson,10979,10229
3330,Mark Davenport,10986,10236
3331,Stephen Williams,10989,10239
3332,Dale Wright,10993,10243
3333,Taylor Clark,10996,10245
3334,Alexander Burns,11000,10249
3335,Barbara Valentine,11001,10250
3336,Abigail Vasquez,11003,10252
3337,Courtney Patton,11004,10253
3338,Andrea Miller,11015,10263
3339,Mike Moody,11017,10265
3340,Ryan Rodriguez,11020,10267
3341,Crystal Carlson,11028,10275
3342,Toni Shea,11029,10276
3343,Casey Butler,11031,10278
3344,Michelle Mcmahon,11032,10279
3345,William Williams,11033,10280
3346,Jonathan Smith,11035,10281
3347,Suzanne Graham,11046,10290
3348,Crystal Mullins,11048,10292
3349,Victoria Johnson,11051,10295
3350,Ryan Moreno,11052,10296
3351,Katherine Rhodes,11056,10300
3352,Austin Taylor,11057,10301
3353,Kevin Bowman PhD,11058,10302
3354,David Hutchinson,11059,597
3355,Joshua Medina,11062,4803
3356,Dean Holt,11069,10310
3357,Samuel Oconnor,11070,10311
3358,Ryan Howard,11073,10314
3359,Mckenzie Trevino,11078,10318
3360,Eric Gibson,11083,10323
3361,Christine Arias,11091,10330
3362,Valerie Kline,11092,10331
3363,Gerald Watts,11100,10336
3364,Donald Perkins,11101,10337
3365,Sergio Sanders,11104,10340
3366,Anna Brown,11109,10345
3367,Julie Wilson,11117,3173
3368,Amy Sosa,11118,10352
3369,Angela Edwards,11120,10354
3370,Paul Friedman,11127,10361
3371,Richard Clark,11128,10362
3372,Victoria Morris,11130,10364
3373,Nichole Moore,11132,10366
3374,Caitlin Williams,11134,10368
3375,Zachary Thomas,11136,10369
3376,Shannon Walter,11141,10373
3377,Thomas Floyd,11143,10375
3378,Thomas Robinson,11153,10383
3379,Nathan Austin,11154,10384
3380,David Rojas,11160,10390
3381,Ashley Brown,11161,10391
3382,Nathan Weaver,11166,10396
3383,Blake Lane DVM,11171,10401
3384,Kevin Clark,11172,7817
3385,Andrew Taylor,11179,10408
3386,Sue Sanders,11189,10139
3387,Marissa Rodgers,11190,10418
3388,Michael Fischer,11192,10420
3389,Stacy Pace,11193,10421
3390,Jennifer Mccoy,11203,10431
3391,Olivia Foster,11207,10434
3392,Ryan Wilson,11208,10435
3393,Christian Ramos,11209,2612
3394,Nicole Park,11212,10438
3395,Elizabeth Miller,11222,10447
3396,Jonathan Rosales,11223,10448
3397,Richard Summers,11225,10450
3398,Caitlin Perkins,11226,10451
3399,Nicole Hudson,11227,10452
3400,Erin Richards,11230,10455
3401,Linda Hernandez,11233,10458
3402,Amanda Gray,11234,10459
3403,Lindsay Huber,11235,10460
3404,Hannah Copeland,11236,4016
3405,Michelle Barrett,11237,10461
3406,David Adams,11238,10462
3407,Lance Lynch,11242,10466
3408,Curtis Gonzales,11243,10467
3409,Rose Alvarez,11253,10475
3410,Javier Hahn,11257,10479
3411,Gina Simmons,11259,10481
3412,Renee Douglas,11260,6013
3413,Amy Mckee,11261,10482
3414,Jennifer Smith,11264,10485
3415,Steven Li,11265,10486
3416,James Ballard,11268,1184
3417,Erik Ramirez,11270,10490
3418,Katherine Bryant,11272,10492
3419,Maria Santana,11276,10495
3420,Elizabeth Patton,11277,10496
3421,Angelica Newman,11278,10497
3422,Crystal Haynes,11281,10500
3423,Juan Guzman,11284,10503
3424,Alicia Weaver,11288,10506
3425,Krystal Clark,11291,10509
3426,Joanne King,11294,10512
3427,Tammy Johnson,11303,10521
3428,Jean Coleman,11307,10525
3429,Amy Lopez,11309,10527
3430,Robert King,11313,10531
3431,Michelle Brennan,11317,10534
3432,David Jones,11320,10537
3433,Megan Phillips,11321,10538
3434,Nathan Smith DVM,11325,10542
3435,Steven Burns,11326,1202
3436,Danielle Fitzgerald,11327,10543
3437,Jose Johnson,11329,10545
3438,Trevor Sanchez,11330,10546
3439,Kevin Martinez,11331,10547
3440,Samuel Gray,11332,1496
3441,Nicole Washington,11333,10548
3442,Brittany Shaw,11334,10549
3443,Haley Lambert,11336,7755
3444,Catherine Ortiz,11337,10551
3445,Austin Wiggins,11339,10553
3446,James Roberts,11343,10557
3447,Daniel Pittman,11345,10559
3448,Veronica Fernandez,11347,10561
3449,Zachary Spencer,11354,9155
3450,Jeffrey Wright,11359,2235
3451,Ann Cordova,11361,10572
3452,Stephanie Thomas,11363,10573
3453,Natalie Castillo,11365,10575
3454,Shaun Copeland,11370,10580
3455,Ariana Butler,11377,3013
3456,Gregory Dodson,11380,10589
3457,Jonathan Chang,11385,10592
3458,Kayla Wells,11386,10593
3459,Michelle Mendez,11388,10595
3460,Craig Hudson,11389,10596
3461,Gina Graham,11390,10597
3462,Catherine Martin,11392,10599
3463,Mr. Brendan Mccarty Jr.,11394,10601
3464,Jonathan Martinez,11395,10602
3465,Randy White,11402,3727
3466,Martha Robinson,11411,10616
3467,Caitlin Wright,11412,6479
3468,Ms. Kayla Love,11413,10617
3469,Dean Decker,11416,10620
3470,Susan Perez,11419,1237
3471,Kaitlyn Sanchez,11423,10626
3472,Darryl Lawson,11428,10630
3473,Erica Cook,11431,2653
3474,Gerald Davis,11433,10634
3475,Dawn Davidson MD,11439,10640
3476,Steven Carson,11445,10645
3477,Nicole Kerr,11446,10646
3478,Elizabeth Jones,11462,10662
3479,Debra Williams,11468,10668
3480,Bianca Thomas,11469,10669
3481,Nicholas Mann,11471,10671
3482,Brooke Montgomery,11475,10675
3483,Caleb Terry,11478,10677
3484,Bruce Cox,11488,10687
3485,Timothy Brown,11492,10691
3486,Melissa Dunn,11499,10698
3487,Mary Wallace,11506,10704
3488,Melanie Alvarado,11510,10707
3489,Suzanne Gutierrez,11512,10709
3490,Timothy Lewis,11516,10712
3491,Paul Zamora,11518,10714
3492,Tina Ingram,11520,10716
3493,Evan Boyd,11525,10721
3494,Todd Brown,11528,10724
3495,Patrick Foster,11529,10725
