song_id,song_title,duration,popularity,stream,explicit_content,artist_id,album_id,genre_id,label_id,composer_id,producer_id,language_id
10744,Plant something radio,310.0,65,81171357,Yes,10024,10744,1,5,10035,10076,1
10746,Police national main,262.0,27,67627663,Yes,3170,10746,2,4,10037,2465,1
10747,Necessary relate along,188.0,69,24917270,Yes,10026,10747,3,6,10038,10078,3
10748,Major night,210.0,37,81625320,Yes,10027,10748,1,4,2769,10079,1
10749,Authority worker,288.0,13,2463985,No,10028,10749,3,3,1486,10080,1
10750,Machine until official,252.0,63,21710255,Yes,10029,10750,2,3,10039,10081,1
10751,Security person such,158.0,75,60061386,Yes,10030,10751,2,3,6818,10082,1
10752,Authority arrive,230.0,19,72071881,No,10031,10752,1,3,10040,8658,6
10753,One result,261.0,22,88156891,Yes,10032,10753,8,3,10041,10083,1
10754,Enter conference performance,302.0,32,82171613,Yes,10033,10754,5,1,10042,10084,1
10755,Feel son,254.0,82,79873586,Yes,10034,10755,7,5,10043,10085,1
10756,Religious feel song,207.0,29,33733737,No,651,10756,3,3,10044,10086,1
10757,Themselves yourself claim we,242.0,75,43705209,No,10035,10757,2,1,10045,10087,1
10758,Girl crime article,205.0,38,81456375,No,10036,10758,6,5,10046,10088,1
10759,Toward police,209.0,30,96882898,No,10037,10759,3,5,10047,10089,3
10761,Thank seek,221.0,15,6958652,No,4289,10761,4,4,9356,10091,1
10762,Which over,326.0,70,35493252,Yes,10039,10762,1,4,10049,10092,1
10764,Situation sister,326.0,70,35638077,No,10041,10764,9,6,5543,10094,1
10765,I method,222.0,5,11029203,Yes,10042,10765,5,6,10051,10095,1
10766,Social man,305.0,64,35823376,Yes,10043,10766,3,4,1443,10096,1
10767,Business where without,210.0,76,24552113,No,10044,10767,1,4,10052,10097,1
10768,Real more,172.0,92,50502128,Yes,10045,10768,8,5,10053,10098,1
10771,Seven trial strategy,311.0,11,87506800,No,7954,10771,2,3,10056,10101,1
10773,Have agent,283.0,97,49574624,No,3050,10773,3,2,10058,10102,1
10774,Should season,112.0,75,10679446,No,10049,10774,1,2,10059,10103,1
10775,Garden prepare,247.0,63,60983075,No,10050,10775,3,3,6390,10104,1
10777,Through certainly tree,194.0,78,13133063,No,10052,10777,6,2,10061,10106,1
10779,Development citizen,229.0,21,97599538,Yes,8647,10779,3,3,10063,10108,1
10780,Could list,212.0,87,72507975,No,10054,10780,2,6,2859,10109,1
10781,Blood officer body,322.0,21,34742332,No,10055,10781,1,3,10064,10110,1
10782,Church dinner,276.0,14,13403689,No,10056,10782,2,3,10065,10111,2
10783,Become cost city,275.0,38,61153977,Yes,10057,10783,1,1,783,10112,7
10784,Back nice American usually,292.0,42,1007923,Yes,5494,10784,2,5,10066,834,3
10785,Center stuff adult,230.0,85,1490955,No,2483,10785,3,6,10067,10113,1
10786,Food fund site,197.0,90,44347669,Yes,2797,10786,2,1,10068,10114,5
10787,Event ask many,111.0,69,98038997,Yes,10058,10787,3,6,10069,3205,1
10789,Too throughout,200.0,96,3662619,No,6466,10789,3,4,3481,1805,1
10790,Policy can,147.0,5,11616416,Yes,10060,10790,1,1,10071,10116,1
10792,Including budget blood,154.0,46,25458810,Yes,10062,10792,1,6,10073,10118,1
10794,After military represent,247.0,81,81163864,Yes,10064,10794,2,1,8961,10120,1
10795,Certain threat population,275.0,80,87904374,No,10065,10795,2,3,10075,10121,2
10796,Statement amount,193.0,53,12599285,No,10066,10796,2,6,1422,10122,1
10797,Bit hard,257.0,19,76206210,Yes,10067,10797,3,5,10076,10123,7
10799,Left thus,314.0,38,77359807,Yes,3805,10799,3,5,3592,10125,1
10800,Change box bring,268.0,7,2524077,No,10069,10800,1,2,10078,10126,1
10801,City perform,319.0,35,28642652,No,10070,10801,1,4,2253,10127,1
10802,Decision stuff best,289.0,78,47713064,No,10071,10802,1,5,10079,9786,1
10803,Learn dark hard,208.0,36,79515007,Yes,10072,10803,5,5,10080,5620,1
10804,Perform carry,251.0,58,61035846,Yes,10073,10804,2,2,10081,10128,1
10807,Still low,238.0,36,72941861,No,10076,10807,3,1,10084,10130,1
10808,Include song describe,208.0,76,99848081,No,10077,10808,3,5,10085,10131,3
10809,Return,242.0,52,31468040,Yes,10078,10809,1,1,10086,5409,1
10810,Every book,269.0,46,44677128,No,10079,10810,3,5,10087,10132,1
10811,Total make commercial,239.0,89,72733449,No,10080,10811,2,5,10088,10133,7
10812,Defense save party,247.0,30,98052043,No,10081,10812,6,5,10089,10134,1
10813,Where perform,190.0,62,38251257,Yes,10082,10813,2,5,10090,10135,1
10814,Article least national,303.0,84,51952471,Yes,10083,10814,1,5,10091,10136,1
10817,Ahead cell,223.0,36,23487769,No,10086,10817,9,1,10094,4734,2
10818,Option service,176.0,12,16175078,Yes,10087,10818,1,2,10095,10139,1
10820,Seven conference,171.0,69,59429273,Yes,10089,10820,5,1,141,10141,1
10821,Husband beyond,350.0,9,22468562,Yes,10090,10821,7,5,10097,10142,1
10822,Clearly,274.0,97,44545604,Yes,10091,10822,2,5,10098,10143,1
10823,Say senior,233.0,61,78684431,Yes,729,10823,1,3,10099,10144,1
10824,Sometimes imagine,158.0,48,37215663,Yes,10092,10824,3,1,10100,10145,4
10825,Especially evidence,292.0,91,46133871,Yes,10093,10825,3,4,10101,7586,1
10826,Deep prepare,235.0,64,66340739,No,10094,10826,1,5,10102,10146,3
10828,Beat already president,310.0,67,40104119,Yes,10096,10828,1,6,10104,10148,1
10829,Reveal section he,197.0,57,8356857,No,10097,10829,2,6,10105,10149,1
10830,Some already huge,237.0,54,33990110,No,10098,10830,8,2,10106,10150,1
10831,See mind,234.0,65,34732530,Yes,4436,10831,1,1,10107,10151,1
10832,Result parent model,371.0,11,30624822,Yes,10099,10832,7,3,10108,10152,2
10833,Edge rate carry,192.0,59,80531992,No,10100,10833,2,5,10109,10153,5
10834,Recognize agreement sister,258.0,74,60373279,No,10101,10834,7,2,10110,10154,1
10835,Market hundred rather,283.0,65,4601427,No,10102,10835,2,2,10111,10155,1
10836,General government,349.0,77,23577993,No,10103,10836,2,4,10112,10156,1
10837,Particular together check,249.0,64,93937711,No,10104,10837,3,4,10113,10157,7
10838,Research those,286.0,97,99517283,Yes,10105,10838,1,1,10114,10158,1
10839,See agree support,284.0,29,55854104,Yes,10106,10839,2,5,10115,10159,2
10840,East hot,251.0,3,10180137,Yes,2846,10840,2,4,10116,10160,1
10841,Civil drop safe,201.0,1,99226384,Yes,10107,10841,8,6,10117,10161,1
10842,Bit sea type teacher,208.0,39,63301702,Yes,10108,10842,2,5,10118,10162,3
10843,Staff join rest,154.0,18,86031892,No,10109,10843,2,3,6948,10163,2
10844,Them modern still,190.0,8,6518127,No,10110,10844,3,6,10119,10164,1
10846,Onto election concern,242.0,56,39692124,Yes,10112,10846,1,2,10121,10166,1
10847,Too,298.0,63,32776404,No,10113,10847,3,3,10122,10167,1
10848,System Democrat allow,221.0,7,74704402,No,10114,10848,6,1,10123,10168,3
10849,At drug inside,239.0,87,49802283,Yes,5097,10849,3,5,10124,10169,1
10850,When design,304.0,5,70344483,No,10115,10850,9,1,10125,10170,1
10851,Size direction wrong,257.0,37,26637926,Yes,10116,10851,3,5,5362,10171,1
10852,Consider,207.0,76,76986166,Yes,10117,10852,2,3,10126,10172,1
10853,About I clear run,238.0,95,31477046,Yes,10118,10853,1,6,10127,10173,1
10854,Candidate she,178.0,32,9608320,No,10119,10854,2,3,10128,1990,4
10855,Fear meet above,304.0,10,22882201,Yes,10120,10855,7,3,10129,10174,1
10856,Loss why successful,206.0,46,39876701,Yes,10121,10856,4,1,10130,10175,7
10857,Accept energy,195.0,33,24774465,No,10122,10857,2,2,171,10176,3
10858,Discussion,272.0,84,41115109,Yes,10123,10858,1,2,10131,10177,3
10859,Though project six fast,274.0,64,69904194,No,2461,10859,5,6,10132,10178,2
10860,Its account include,290.0,82,82691651,Yes,10124,10860,4,1,10133,10179,1
10863,Movement challenge,217.0,60,11589887,Yes,10127,10863,1,1,10135,5784,5
10864,Happy challenge him pass,129.0,63,3042918,Yes,10128,10864,3,6,10136,10181,1
10865,Various again lay,175.0,38,58036107,Yes,10129,10865,2,4,10137,10182,1
10866,Visit fact miss,333.0,38,82087662,No,10130,10866,3,6,10138,10183,1
10867,Office best moment lead,251.0,63,6172678,Yes,10131,10867,1,5,10139,10184,1
10870,Out word hair,167.0,30,39528303,Yes,10133,10870,3,6,10142,10187,4
10872,Pm guy last sure,290.0,72,73663591,Yes,10135,10872,2,6,10144,10189,3
10873,Generation street against,248.0,72,34858699,No,10035,10873,3,3,10145,10190,3
10874,Research sort this,184.0,59,81211943,Yes,10136,10874,1,2,10146,10191,1
10875,Son hour,264.0,25,85685697,Yes,10137,10875,6,3,10147,10192,7
10876,Shoulder today,177.0,51,95168604,No,10138,10876,3,4,10148,10193,1
10877,Price Republican,209.0,81,40134970,No,3585,10877,6,6,10149,10194,1
10878,Such series song,278.0,59,18948195,Yes,10139,10878,3,1,10150,10195,1
10879,Garden method ever,261.0,11,89749771,Yes,10140,10879,3,3,10151,10196,1
10880,Dog heavy ability,202.0,2,81645642,No,10141,10880,2,4,10152,10197,1
10881,Cultural once risk,285.0,88,27102047,Yes,10142,10881,2,2,10153,10198,1
10882,Go short debate,254.0,94,74727892,Yes,10143,10882,2,2,10154,10199,1
10883,Field hair anyone,231.0,80,86148439,No,10144,10883,8,1,10155,4305,2
10884,Focus traditional,315.0,69,41184156,Yes,6729,10884,6,4,10156,8670,1
10885,Daughter election,238.0,92,52499867,No,10145,10885,2,6,10157,10200,1
10886,Big play,260.0,31,75457297,Yes,10146,10886,7,2,10158,10201,1
10887,Case science lawyer million,238.0,98,79015631,No,10147,10887,3,3,10159,10202,1
10888,West play treat,145.0,17,24621109,No,10148,10888,1,4,10160,10203,1
10889,Road cultural wrong himself,264.0,85,67306800,No,6872,10889,8,5,9885,10204,1
10890,Alone happy,255.0,36,30764887,Yes,10149,10890,3,6,10161,10205,1
10892,Represent situation like,154.0,11,60895216,Yes,10151,10892,2,1,10163,10207,1
10893,They everybody,260.0,80,20005108,Yes,10152,10893,2,3,10164,10208,1
10894,Technology teach report,221.0,40,34120801,Yes,10153,10894,2,3,10165,10209,1
10896,Spend oil,237.0,28,30419563,Yes,10155,10896,2,5,2003,10211,3
10898,Cut staff,301.0,52,96953106,No,10157,10898,8,1,10168,10213,1
10899,Draw its how,212.0,3,37044782,No,10158,10899,2,6,10169,10214,1
10902,Give attorney,307.0,33,56934207,No,10161,10902,1,1,10172,10217,1
10903,Series too style,196.0,27,36500347,Yes,10162,10903,2,4,10173,7426,1
10904,Option evidence school,175.0,36,74652657,Yes,10163,10904,1,3,10174,10218,1
10905,Interest situation,290.0,94,18411380,No,10164,10905,2,3,10175,9625,4
10907,South race land,178.0,48,34183421,No,10166,10907,7,6,914,10220,1
10909,Police television until,253.0,68,91678628,Yes,10168,10909,1,3,10178,10222,1
10910,Partner half single,394.0,58,52237692,No,10169,10910,7,6,10179,10223,3
10911,Production before film,267.0,96,21283541,Yes,10170,10911,3,5,10180,10224,2
10913,Wife eye,270.0,12,6323988,Yes,10172,10913,1,1,4232,9748,6
10914,Look establish while,263.0,33,86588185,No,10173,10914,3,3,10182,10226,1
10915,Chair finish family,190.0,14,27141613,No,807,10915,6,5,10183,10227,3
10916,Positive hear herself,181.0,93,42857928,Yes,10174,10916,6,2,10184,10228,1
10917,Policy occur,170.0,69,94877545,Yes,10175,10917,6,3,10185,10229,1
10918,Both score board,260.0,38,63766109,Yes,10176,10918,1,2,10186,9651,1
10919,Discover common,324.0,80,95942838,Yes,10177,10919,2,4,10187,10230,6
10920,Get poor others,325.0,53,73212279,Yes,10178,10920,1,3,10188,1677,3
10921,Hand its,324.0,97,28065529,No,10179,10921,3,4,10189,10231,1
10922,Be audience,293.0,100,69481562,Yes,10180,10922,8,5,10190,10232,3
10923,Theory stay,176.0,59,86020781,No,10181,10923,2,2,10191,10233,1
10925,Somebody,168.0,23,2628585,Yes,10183,10925,8,5,10193,10235,1
10926,Something short health,254.0,99,28586654,No,10184,10926,2,3,10194,10236,3
10927,Talk small for pay,356.0,77,38615269,No,10185,10927,9,5,10195,10237,3
10928,Speech ground may break,196.0,46,19544616,No,10186,10928,3,5,10196,10238,1
10929,Something foreign,279.0,82,43858956,No,463,10929,1,5,10197,10239,1
10930,Power painting,263.0,93,94306663,No,10187,10930,5,6,10198,10240,5
10931,Kitchen maybe wear,178.0,24,98334488,Yes,10188,10931,1,5,10199,10241,1
10932,Floor and,238.0,1,31929045,Yes,10189,10932,5,1,5623,10242,1
10934,Involve support,289.0,19,50604736,Yes,10191,10934,4,3,10201,10243,1
10935,Author,209.0,9,41180998,No,10192,10935,5,4,10202,10244,1
10936,Television,120.0,17,56406680,Yes,10193,10936,3,3,10203,10245,5
10937,Position process,193.0,49,87589488,No,168,10937,3,1,10204,10246,1
10938,Attack peace,174.0,87,91783420,No,10194,10938,1,1,10205,10001,3
10939,Floor scene statement,266.0,40,21758444,Yes,10195,10939,2,3,10206,10247,1
10940,Find sense guy become,216.0,67,93742060,No,10196,10940,1,4,10207,10248,6
10941,Read evening,279.0,58,32678285,No,10197,10941,1,6,10208,10249,3
10942,A including organization,231.0,34,69002491,Yes,10198,10942,1,3,10209,10250,5
10943,Discover factor,243.0,28,75300665,No,10199,10943,3,1,10210,10251,1
10945,Base,202.0,39,51193506,No,2634,10945,5,1,10212,10253,5
10946,Data listen,216.0,44,46211536,No,10201,10946,8,5,10213,10254,1
10947,Usually onto feeling,268.0,89,79422209,Yes,10202,10947,1,2,10214,10255,1
10948,Indeed development big,195.0,24,33615275,Yes,10203,10948,2,2,10215,10256,6
10949,Generation sound crime,196.0,6,38100334,No,10204,10949,3,6,6987,10257,1
10950,Soon hold relate,233.0,46,27176022,No,5293,10950,3,4,10216,10258,1
10951,Challenge other,305.0,49,72474716,Yes,9778,10951,3,5,10217,10259,1
10953,Style walk,257.0,20,45403575,No,10206,10953,3,5,10218,10261,5
10954,Activity explain,264.0,100,95520081,Yes,10207,10954,1,4,10219,10262,1
10955,Measure bar,257.0,89,98064017,No,10208,10955,3,6,10220,10263,3
10956,Difference eat,279.0,99,14483875,Yes,10209,10956,3,1,10221,10264,2
10957,Eye physical,245.0,51,3229246,Yes,10210,10957,8,4,10222,10265,1
10958,Stage direction,293.0,98,30903844,No,10211,10958,2,6,10223,6694,3
10959,Year,287.0,9,30886504,Yes,7402,10959,2,1,4975,10266,1
10960,Activity major radio,209.0,64,53873855,No,10212,10960,3,1,10224,10267,1
10961,Body,236.0,41,77932246,No,10213,10961,3,5,10225,10268,1
10962,Usually operation I,308.0,26,91012281,No,10214,10962,3,5,10226,10269,7
10963,Claim television thing,266.0,44,14160288,Yes,10215,10963,3,6,10227,10270,1
10964,Show close,264.0,95,1361601,Yes,10216,10964,5,4,10228,10271,6
10965,At first reality,227.0,76,61791525,No,10217,10965,2,6,10229,10272,1
10966,Bar will popular,230.0,68,65253862,No,10218,10966,2,2,10230,4510,6
10967,Local sort artist remember,118.0,10,70592947,No,8700,10967,3,2,10231,10273,1
10968,Rather general interesting,179.0,10,90464369,No,10219,10968,2,6,10232,10274,1
10969,Development room music,217.0,30,10652326,No,10220,10969,2,6,10233,10275,1
10970,Wonder choose opportunity,209.0,22,46673384,Yes,10221,10970,3,4,10234,10276,5
10971,Real forget ok,337.0,82,88389581,No,10222,10971,1,5,10235,10277,1
10972,Two pretty,156.0,22,6058044,No,7736,10972,4,3,752,10278,1
10973,Myself friend,274.0,1,10477047,Yes,10223,10973,2,3,10236,10279,4
10974,Move every wrong,248.0,87,62668977,No,10224,10974,2,3,6698,10280,3
10977,Enter ten,195.0,12,87433943,Yes,10227,10977,1,1,10238,10282,1
10978,President point role,247.0,87,83259172,No,10228,10978,3,4,10239,10283,1
10979,Economic threat prepare,233.0,62,73908380,No,10229,10979,2,4,10240,10284,1
10980,Enter worry,218.0,99,90189857,No,10230,10980,3,3,10241,10285,1
10982,Million skill stand,282.0,94,10442404,No,10232,10982,3,4,1486,10287,7
10983,Hand those with,225.0,4,41307836,No,10233,10983,4,4,10243,210,1
10984,Rate,272.0,86,11859428,No,10234,10984,8,6,10244,10288,1
10985,Force citizen unit,181.0,40,92902816,No,10235,10985,2,2,10245,10289,1
10986,Tonight recent staff,243.0,24,93884068,No,10236,10986,7,2,10246,10290,3
10987,International never two,235.0,28,42680956,Yes,10237,10987,2,5,10247,10291,1
10988,Simply serve real,263.0,22,42807052,No,10238,10988,1,6,10248,10292,3
10989,Toward experience,251.0,8,11369300,Yes,10239,10989,2,4,10249,2865,1
10990,Moment why will,240.0,52,26385219,Yes,10240,10990,1,6,10250,10293,1
10991,Six lawyer,273.0,38,83115042,No,10241,10991,2,5,10251,10294,1
10992,Public important skin,296.0,61,74588782,No,10242,10992,8,4,10252,10295,2
10993,Day ok involve,233.0,33,93246341,No,10243,10993,3,4,10253,10296,1
10995,Rule parent live,211.0,10,96011663,Yes,6546,10995,1,4,10255,10298,3
10996,Down station,327.0,26,77569507,No,10245,10996,1,5,2291,10299,1
10997,Similar guy positive see,240.0,95,26529698,No,10246,10997,1,5,10256,10300,5
10998,Fast do environment,233.0,6,21769616,No,10247,10998,3,3,10257,10301,1
10999,Memory rate,274.0,67,95198357,No,10248,10999,6,6,10258,10302,1
11000,Will design by,210.0,54,48215089,Yes,10249,11000,2,1,10259,10303,1
11001,Single house,267.0,76,1313070,Yes,10250,11001,3,6,10260,10304,1
11002,Tax necessary without,278.0,66,73871637,No,10251,11002,2,4,10261,10305,1
11003,Site book newspaper,254.0,67,73902406,Yes,10252,11003,3,4,1101,10306,1
11005,Poor create,225.0,62,89153814,No,10254,11005,3,6,5675,10308,6
11006,Through pressure traditional,324.0,31,82429646,Yes,10255,11006,1,2,10263,10309,2
11008,Officer central read white,312.0,94,10211904,Yes,10257,11008,2,3,10265,10310,6
11009,Wife glass,247.0,73,40117073,No,10258,11009,1,5,5444,10311,1
11010,Different evidence its,209.0,8,97178393,No,10259,11010,2,3,10266,10312,1
11012,Audience man,322.0,13,94092012,No,10261,11012,1,2,10268,10314,1
11013,Concern fund,197.0,90,49710198,Yes,10262,11013,5,1,10269,3393,5
11014,Vote whether,168.0,44,64683514,Yes,2548,11014,7,2,10270,10315,7
11015,Source base trip,317.0,45,62105439,No,10263,11015,3,1,10271,10316,3
11016,Young piece bring,270.0,80,62104949,Yes,10264,11016,3,3,10272,10317,1
11017,Concern just image,161.0,53,20970801,No,10265,11017,1,1,10273,10318,3
11019,Degree,264.0,70,7368537,Yes,10266,11019,9,1,10275,10320,1
11021,Feel full,252.0,53,32780896,No,10268,11021,3,1,10277,10322,1
11023,Exist try treat,260.0,20,4037261,No,10270,11023,3,2,10279,10324,5
11024,Per experience mention,312.0,63,79278038,No,10271,11024,2,2,10280,10325,1
11026,Hope,247.0,20,47997675,Yes,10273,11026,1,3,10282,10327,1
11027,Case base,170.0,24,29081155,No,10274,11027,2,2,10283,10328,1
11028,Positive guy control hope,338.0,44,7217002,No,10275,11028,5,2,10284,10329,5
11029,Natural owner exactly,205.0,27,44099916,Yes,10276,11029,2,4,10285,3565,3
11030,Here management,288.0,45,56768796,Yes,10277,11030,2,1,10286,10330,1
11031,Front buy,202.0,44,95251539,Yes,10278,11031,2,6,10287,10331,1
11032,Morning toward,168.0,74,62366168,Yes,10279,11032,2,4,9316,10332,1
11033,For year,262.0,15,2109283,No,10280,11033,6,4,10288,10333,1
11034,Tell also,280.0,39,90831806,Yes,3208,11034,1,2,10289,925,5
11035,One factor,258.0,31,24633889,No,10281,11035,7,2,10290,6692,4
11036,Walk cold floor building,241.0,86,22339723,No,10282,11036,2,4,10291,9369,1
11037,Building,108.0,69,38075257,Yes,10283,11037,3,2,4835,10334,1
11039,Cause still,142.0,97,52239609,No,10285,11039,3,2,10293,10336,1
11041,Avoid she,115.0,94,79198201,Yes,10286,11041,3,2,10295,10338,1
11042,Political suddenly gas,271.0,28,48088671,No,10287,11042,2,4,10296,10339,3
11044,Politics over out,166.0,39,24370825,No,10289,11044,3,1,6879,10341,1
11045,Buy,255.0,58,36691979,Yes,9442,11045,1,1,10297,10342,1
11046,Society something happen,271.0,22,92210980,Yes,10290,11046,2,2,10298,10343,1
11047,Attack seem pretty,232.0,68,47056810,No,10291,11047,3,4,10299,10344,4
11048,Purpose unit,267.0,84,69270118,No,10292,11048,2,4,10300,10345,1
11049,Both capital always,193.0,76,115791,No,10293,11049,4,1,10301,10346,1
11051,Worker charge just,342.0,90,39268758,Yes,10295,11051,2,4,10303,10348,5
11052,Week,241.0,17,8017819,Yes,10296,11052,2,1,10304,1732,1
11053,Girl police,284.0,4,22055229,No,10297,11053,1,6,1489,10349,1
11055,City than consider,277.0,31,77711116,Yes,10299,11055,8,1,10306,5007,1
11056,Despite here,292.0,13,20508997,Yes,10300,11056,7,3,10307,10351,1
11058,Include customer,234.0,44,81118756,Yes,10302,11058,1,4,10309,10353,1
11059,Space have,195.0,6,38862799,Yes,597,11059,2,5,10310,10354,1
11060,Everybody people series smile,242.0,66,19389397,No,10303,11060,3,1,10311,10355,1
11061,Sort democratic federal,234.0,77,18960266,No,10304,11061,4,6,10312,10356,1
11062,Player expert voice for,193.0,62,57009507,Yes,4803,11062,2,5,10313,10357,7
11063,For white option,208.0,14,76448547,Yes,10305,11063,1,2,10314,10358,1
11064,Before lot,364.0,72,61077012,Yes,10306,11064,8,1,10315,10359,1
11065,Wrong themselves personal machine,225.0,68,84426009,No,10307,11065,2,4,10316,10360,1
11066,Affect,253.0,68,69894654,No,9385,11066,1,3,10317,10361,1
11067,Term their,302.0,36,48993739,Yes,10308,11067,1,2,10318,10362,6
11069,Stock individual trip sport,231.0,11,14201104,No,10310,11069,2,2,10320,10364,1
11070,Practice hotel among,263.0,42,47298778,No,10311,11070,1,3,10321,10365,1
11071,Score pass follow,206.0,21,20929297,Yes,10312,11071,1,4,10322,10366,1
11072,Particularly seven energy become,179.0,80,55073710,No,10313,11072,1,4,10323,10367,1
11073,Story thank,231.0,69,31352652,No,10314,11073,3,1,10324,10368,5
11074,Media,167.0,14,905472,Yes,10315,11074,1,6,10325,10369,2
11075,At surface,220.0,72,14124810,No,6466,11075,3,5,10326,10370,1
11076,Always letter,213.0,32,27695983,Yes,10316,11076,1,1,10327,10371,1
11077,Any policy,273.0,70,88130379,Yes,10317,11077,2,1,10328,10372,7
11078,Ask half,270.0,86,96756218,No,10318,11078,4,2,10329,10373,1
11079,Campaign admit,214.0,10,30772119,Yes,10319,11079,3,6,10330,10374,5
11081,Goal address religious agent,282.0,88,17393892,No,10321,11081,8,5,10332,10376,4
11082,Detail until house green,281.0,76,78285730,Yes,10322,11082,7,3,10333,1094,1
11084,Her product better,194.0,89,52312065,No,10324,11084,8,1,10010,10378,1
11086,Nation big since,204.0,92,6152690,No,8044,11086,2,5,10336,10380,1
11088,History play nearly,271.0,38,61873761,No,10327,11088,2,6,10338,8468,7
11091,Would pay director,295.0,41,42795806,Yes,10330,11091,3,5,10340,10384,3
11092,Top somebody indicate,224.0,63,29442457,Yes,10331,11092,1,4,10341,10385,1
11093,Low understand various,193.0,19,79902957,Yes,458,11093,1,6,10342,6109,1
11094,Movement staff approach,196.0,67,40790881,Yes,10332,11094,2,6,10343,10386,1
11095,Phone own company,228.0,37,85958718,Yes,10333,11095,3,3,10344,4704,1
11096,Actually two,138.0,4,5223625,Yes,8557,11096,3,3,10345,9878,1
11097,By see,229.0,95,51128128,No,3057,11097,9,1,10346,10387,1
11100,Resource dream,269.0,69,45722707,No,10336,11100,8,6,10349,7590,3
11101,Win tell increase,182.0,93,6051089,No,10337,11101,3,5,10350,10390,1
11102,Significant exactly,225.0,56,73496321,Yes,10338,11102,2,4,10351,10391,1
11105,Any treat society,280.0,7,19624549,No,10341,11105,1,5,6938,10394,1
11106,Painting then,170.0,2,27259534,Yes,10342,11106,3,6,10354,10395,1
11107,Out above,242.0,86,15454872,Yes,10343,11107,2,6,10355,10396,1
11108,Food increase lose,246.0,40,51811880,Yes,10344,11108,2,1,10356,10397,1
11109,Knowledge several vote gun,275.0,39,39014322,Yes,10345,11109,1,5,10357,10398,1
11111,Church individual site,263.0,63,92487288,Yes,10347,11111,1,5,10359,5000,3
11112,Serve minute,160.0,1,32028612,Yes,10348,11112,2,3,10360,10400,1
11113,Feel although well,223.0,21,79424386,Yes,3091,11113,1,3,10361,10401,1
11115,Box final,264.0,62,81630834,Yes,10350,11115,5,3,10362,10403,6
11116,Mind treatment,324.0,98,91128766,Yes,10351,11116,2,6,10363,3810,1
11117,Rather friend article,207.0,5,17966249,Yes,3173,11117,6,4,10364,10404,3
11118,Population fish professional,280.0,33,90978132,No,10352,11118,1,3,10365,10405,1
11119,Organization able outside,118.0,76,88659555,Yes,10353,11119,6,2,10366,4479,1
11120,Perform hospital save,235.0,82,53988514,No,10354,11120,2,4,10367,10406,1
11121,Road figure end,281.0,10,38546888,Yes,10355,11121,3,1,10368,10407,1
11122,Statement street,255.0,25,9434946,Yes,10356,11122,3,4,10369,10408,1
11124,Compare white today day,259.0,59,49487056,No,10358,11124,8,5,8960,10410,1
11126,Heavy discuss,173.0,13,20943583,Yes,10360,11126,1,2,1141,9621,1
11127,Story loss election,180.0,100,81529159,No,10361,11127,3,4,10372,10412,1
11128,Film claim follow,245.0,30,41944373,No,10362,11128,3,4,10373,10413,7
11129,Take participant summer,213.0,99,26742083,Yes,10363,11129,3,5,10374,7756,1
11130,Industry with outside,241.0,23,54572624,No,10364,11130,3,1,10375,10414,1
11131,Spend visit,205.0,36,47516389,Yes,10365,11131,3,5,10376,10415,1
11132,Produce baby well,248.0,30,15823556,Yes,10366,11132,6,3,10377,10416,1
11133,Could author of,210.0,67,87568386,No,10367,11133,1,1,10378,2911,6
11134,Believe million successful,248.0,69,45921671,Yes,10368,11134,2,2,10379,10417,5
11135,Big reality series who,181.0,97,29514838,No,5531,11135,1,5,9404,10418,3
11136,Manager public,218.0,26,37428951,Yes,10369,11136,8,2,10380,4487,5
11137,Attack seven,81.0,4,61293803,No,10370,11137,3,1,10381,10419,1
11139,Challenge,238.0,46,73844003,Yes,18,11139,1,6,10382,10421,1
11142,Almost might begin,194.0,98,23022634,No,10374,11142,2,5,5288,8225,5
11143,Decide partner writer,270.0,72,54280897,No,10375,11143,8,2,2337,10423,1
11144,Wife image,201.0,63,86427039,Yes,10376,11144,2,4,10385,10424,1
11145,Effort art,253.0,16,83757934,Yes,10377,11145,7,2,10386,10425,5
11146,Of threat,245.0,11,84530745,Yes,10378,11146,2,6,10387,10426,6
11147,Lose like open,230.0,94,21049019,No,10379,11147,1,3,10388,10427,1
11149,Involve,208.0,67,67055293,Yes,10381,11149,1,3,10390,10429,1
11150,Example,248.0,81,88010659,Yes,7013,11150,1,5,10391,10430,1
11151,Form mention despite,282.0,13,2222696,Yes,10382,11151,5,3,10392,10431,4
11152,Soon spring,315.0,82,71235378,No,5339,11152,2,6,10393,10432,1
11153,Enter order rich,242.0,30,47605853,No,10383,11153,1,4,10394,10433,1
11154,Oil,309.0,90,65371529,Yes,10384,11154,1,4,769,2170,1
11155,Thank feeling,227.0,77,97223780,Yes,10385,11155,5,5,10395,10434,1
11156,Say interest nice,279.0,42,41274798,No,10386,11156,2,2,10396,10435,1
11157,Detail eat person,252.0,39,99981160,No,10387,11157,8,3,10397,10436,1
11158,Challenge development,256.0,58,1933938,Yes,10388,11158,2,6,10240,10437,1
11159,Even of side wall,160.0,39,47747414,No,10389,11159,1,5,10398,10438,1
11161,Who college,165.0,60,18491281,No,10391,11161,8,3,10400,10440,1
11162,Vote live assume around,184.0,34,70527379,Yes,10392,11162,3,4,10401,10131,1
11163,Prevent parent answer,287.0,100,97053878,No,10393,11163,2,4,10402,10441,1
