producer_id,producer_name,number_of_songs
11941,Zachary Hurst,1
11942,Matthew Hinton,1
11943,Bridget Carson,1
11944,Angela Wang,1
11945,Adam Jones,2
11946,Tyler Stone,2
11947,Jennifer Harris,7
11948,Brandi Miller,1
11949,Brittany Armstrong,1
11950,Tiffany Bright,1
11951,Brandi Rojas,1
11952,Brendan Barton,1
11953,Eric Russell,2
11954,Gabrielle Weeks,1
11955,Linda Garza,1
11956,Ralph Molina,1
11957,Leah Stout,1
11958,John Davila,1
11959,Felicia Sims,1
11960,William Friedman MD,1
11961,Justin Arias,1
11962,Amber Bowen,1
11963,Marcus Ramos,1
11964,Angela Gonzalez,2
11965,Audrey Martinez,1
11966,Kenneth Garcia,3
11967,Nicholas Smith,5
11968,Matthew Shaw,2
11969,Lisa Wilkinson,1
11970,Rachel Adams,1
11971,Scott Chang,1
11972,Justin Kennedy,2
11973,Donald Nguyen,1
11974,Dennis Adams,1
11975,Jason Ward,1
11976,Whitney Wyatt,1
11977,Gregory King,2
11978,Kelly Glover,1
11979,Mrs. Gina Morris,1
11980,Lori Collins,2
11981,Megan Lee,1
11982,Jennifer Steele,1
11983,Dale Bender,1
11984,Scott Schmitt,1
11985,Raymond Shaw,1
11986,Brittany Patton,3
11987,Cesar Patel,1
11988,Tammy Brown,1
11989,Marissa Roberts,2
11990,Tracey Williams,1
11991,Alexis Smith,3
11992,Steve Anderson,1
11993,Charles Stewart,2
11994,Rachel Matthews,1
11995,Christopher Cohen,1
11996,Michele Parker,2
11997,Kristine Cameron,1
11998,Joyce Marshall,1
11999,Paula Roach,1
12000,Eric Davis,2
12001,Daniel Jensen,1
12002,Teresa Arroyo,1
12003,Tara Stephens,2
12004,Kristen Myers,1
12005,Jacob Mendez,2
12006,Ann Hanson,1
12007,Emily Hart,1
12008,Christopher Franklin,2
12009,Ashley Hart,1
12010,Kevin Mitchell,2
12011,Shannon Williamson,3
12012,James Miranda,1
12013,Taylor Anderson,1
12014,Christian Chang,1
12015,Carmen Carter,1
12016,Danielle Turner,2
12017,Donald Williams,2
12018,Carol Dixon,1
12019,Chelsea Gomez,1
12020,Paul Mckay,1
12021,Dr. Cathy Williams,1
12022,Tammy Hancock,1
12023,James Howell,4
12024,Jeffrey Evans,3
12025,Ashley Edwards,1
12026,Christopher Shaw,1
12027,Barbara Quinn,2
12028,Jerry Richardson,1
12029,Brian Vazquez,1
12030,Casey Flowers,1
12031,Dorothy Riley,1
12032,Joshua Peters,1
12033,Debbie Taylor,1
12034,William Carroll PhD,1
12035,Bradley Mcbride,1
12036,Alex Landry,1
12037,Douglas Rogers,1
12038,Michael Young,4
12039,Laura Frederick,1
12040,Deborah Morris,1
12041,Jonathan Richards,3
12042,Dr. Stephanie Williams,1
12043,Katelyn Ross,1
12044,Karen Anderson,2
12045,Megan Travis,1
12046,Paul Calhoun,1
12047,Stephanie Anderson,3
12048,Melissa Alexander,3
12049,Justin Simpson,1
12050,Elizabeth Bailey,2
12051,Jennifer Copeland,1
12052,Mr. Charles Miller,1
12053,Mark Moran,1
12054,Lonnie Moran,1
12055,Joseph Howe,2
12056,Tanya Cruz,1
12057,Jeffery Johnson,1
12058,Lisa Valenzuela,1
12059,Joseph Hughes,2
12060,Amy Hobbs,1
12061,Vanessa Keller,1
12062,Aaron Braun,1
12063,Alan Hancock,1
12064,Terry Meadows,1
12065,Melanie Taylor,1
12066,Brad Maldonado,1
12067,Kristina Jacobson,1
12068,Sandy Cantrell,1
12069,Leah Jones,2
12070,Julie Ward,2
12071,Michael Perkins,3
12072,Sarah Hale,1
12073,Ashley Marshall,2
12074,Jennifer Heath,1
12075,Kenneth Mcgee,1
12076,Dr. Matthew Combs,1
12077,Richard Haas,1
12078,Curtis Sanchez,1
12079,Jessica Reeves,1
12080,James Cantu,1
12081,Bryan Garcia,1
12082,James Klein,2
12083,Michelle Bradford,1
12084,Jonathan Rangel,1
12085,Melissa Harrell,1
12086,Joseph Walker,2
12087,Anna Ford,2
12088,Andrew Campos,1
12089,James Lee,5
12090,Chelsea Foley,1
12091,Troy Reyes,1
12092,Jessica Todd,1
12093,Jacob Richardson,1
12094,Pamela Ross,1
12095,Isabella Williams,1
12096,Brandon Lucero,1
12097,Rebekah Jackson,1
12098,Cameron Brandt,1
12099,Jesse Chung,1
12100,Jessica Montoya,1
12101,Michelle Lowe,1
12102,Christina Marshall,1
12103,Maria Edwards,1
12104,Keith Cooper,1
12105,Dawn James,1
12106,Angela Mcconnell,1
12107,Mason Miller,1
12108,Katelyn Butler,1
12109,Kenneth Hernandez,2
12110,Scott Hanson,1
12111,Timothy Mccarty,1
12112,Roy Lee,1
12113,Tanya Carpenter,1
12114,James Williamson DVM,1
12115,Chelsea Tate,1
12116,Melissa Pierce,3
12117,Tonya Porter,1
12118,Wendy Goodman,1
12119,Max Ramirez,1
12120,James Clark,5
12121,Kenneth Barnes,1
12122,Lisa Rowe,1
12123,Devin Morrison,1
12124,Mary Caldwell,1
12125,Kimberly Stewart,3
12126,Ashley Walker,4
12127,Ann Kennedy,1
12128,Christopher Paul,1
12129,Rebecca Bowman,2
12130,Jason Caldwell,1
12131,John Fletcher,1
12132,Jeffrey Meza,1
12133,Sandra Stanton,1
12134,Amanda Martinez,4
12135,Martha Miller,1
12136,Megan Vazquez,1
12137,Katherine Wilson,2
12138,Susan Golden,1
12139,Stephanie Wright,1
12140,Erin Cooper,1
12141,Rodney Phillips,1
12142,Shane Villegas,1
12143,John Andrade,1
12144,Mercedes Black,1
12145,Ryan Morris,2
12146,Natalie Martin,1
12147,Ashley Rodriguez,2
12148,Jeffrey Osborn,1
12149,Dillon Chapman,1
12150,Andrew Shaw,2
12151,Beth Watkins,1
12152,Anthony Blake,1
12153,Jose Chandler,1
12154,Jeffrey Harrison,2
12155,Maria Macias,1
12156,Jesus Jimenez,1
12157,Becky Carey,1
12158,Tracy Palmer,1
12159,Steven Ferguson,1
12160,Breanna Avery,1
12161,Hannah Holmes,1
12162,Angela Gay,1
12163,Melissa Shields,1
12164,Kaitlin Rollins,1
12165,Edward Bennett,2
12166,Denise Cain,1
12167,Katelyn Ray,1
12168,Stephen Dougherty,1
12169,Stephanie Fox,1
12170,Benjamin Werner,1
12171,Kenneth Ramsey,1
12172,Hannah Molina,1
12173,Bryan Stevens,1
12174,Lee Thomas,1
12175,Wendy Hines,1
12176,Rachel West,1
12177,Steven Mcclure,1
12178,Mitchell Hansen,1
12179,Erin Harris,2
12180,Walter Cherry,1
12181,Troy Lane,1
12182,Charles Allen,2
12183,Derek Edwards,1
12184,Benjamin Woodward,1
12185,Joe Lewis,1
12186,Elizabeth Terry,1
12187,Sandra Thompson,1
12188,Douglas Harris,2
12189,Carla Morrow,1
12190,Kathleen Kim,1
12191,Andrew Orozco,1
12192,Tanya Holland,1
12193,Carolyn Adkins,1
12194,Allison Ramos,1
12195,Miranda Fitzpatrick,1
12196,Evan Peterson,1
12197,Heidi Maxwell,1
12198,Thomas Coleman,2
12199,Kristin Gonzales,1
12200,Denise Hart,2
12201,Brandon Harmon,2
12202,Alvin Martinez,1
12203,Sarah Burgess,1
12204,Kevin Sheppard,1
12205,Christopher Phillips,2
12206,Elizabeth Tran,1
12207,Nicholas Cohen,2
12208,Jerry Huynh,1
12209,Sandra Diaz,2
12210,Krista Gardner,1
12211,Nicole Palmer,2
12212,Marvin Lambert,1
12213,Lance Dodson MD,1
12214,Christine Armstrong,1
12215,Laura Gutierrez,1
12216,Maria Hogan,1
12217,Jonathan Bruce,1
12218,Stacy Sanders,1
12219,Henry Little,1
12220,Kayla Munoz,1
12221,Andrew Zimmerman,1
12222,Kellie Stout,1
12223,Christine Nelson,4
12224,Jonathan Carpenter,1
12225,Dylan Jones,1
12226,Renee Lane,2
12227,Jennifer Little,1
12228,Melanie Vargas,1
12229,Stacy Marks,1
12230,Megan Green,1
12231,Jimmy Jones,2
12232,Mark Miranda,1
12233,Christian Smith,2
12234,Derek Walker,1
12235,Megan Thompson,2
12236,Stephen Rodriguez,1
12237,Laura Baker,2
12238,Brian Grimes,1
12239,Jonathon Brown,1
12240,Jeffrey Bradford,1
12241,Robert Buckley,1
12242,Jill Robinson,1
12243,Sara Ewing,1
12244,Robert Carpenter,1
12245,Jesse Morales,1
12246,Rose Ross,1
12247,Jacob Faulkner,1
12248,Amber Rivers,1
12249,Matthew Jackson,2
12250,Toni Pham,1
12251,Jeffery Hanson,1
12252,Daniel Adams,2
12253,Brenda Chase,1
12254,Amy Foster,1
12255,Rhonda Mccarthy,1
12256,Beverly Howell,1
12257,Jeffrey Nicholson,1
12258,Madeline Floyd,1
12259,Joel Brown,1
12260,Kimberly Dawson,1
12261,Frederick Martin,1
12262,Alison Fitzpatrick,1
12263,Corey Scott,1
12264,Tiffany Malone,1
12265,Theresa Simpson,1
12266,Paul Vance MD,1
12267,Michael Russell,3
12268,Jeremy Cantu,1
12269,Tom Cooper,1
12270,Devin Guzman,1
12271,Amy King,2
12272,Ruben Bonilla,1
12273,Steven Turner,2
12274,Benjamin Austin,2
12275,Mark Cantu,1
12276,Heather Mckee,1
12277,Katrina Dunn,1
12278,Danielle Hale,1
12279,Stephanie Meyers,1
12280,Alexis Castillo,1
12281,Amber Shields,1
12282,Daniel Zuniga,2
12283,Joseph Stephens,1
12284,John Wilson,5
12285,Jenny Hanson,1
12286,Joel Webb,1
12287,Sarah Young,3
12288,Julie Torres,2
12289,Susan Cole,1
12290,John Coleman,2
12291,Michael Gilbert,3
12292,James Hines,1
12293,Linda Morales,1
12294,Erin Jones,2
12295,Michael Velez,1
12296,Jackson Anderson,1
12297,Shannon Snyder,1
12298,Danielle Jones,2
12299,Cassandra Davidson,1
12300,Christopher Cox,1
12301,Jenna Williams,1
12302,Erin Maxwell,1
12303,Kathryn Shelton DDS,1
12304,Catherine Thomas,2
12305,Jennifer Burns,2
12306,Tammy Boyd,1
12307,Linda Bowers,1
12308,Stuart Young,1
12309,Mr. Brian Wilkinson,1
12310,Carl Smith,2
12311,Joshua Jordan,3
12312,Shirley Trujillo,1
12313,Katie Stewart,1
12314,Heather Cardenas,1
12315,Tina Booth,1
12316,Alyssa Patel,1
12317,Kathleen Atkins,1
12318,Lindsay Klein,1
12319,Adam Patterson,1
12320,William Brewer,1
12321,Taylor Martinez,1
12322,Thomas Cummings,2
12323,Matthew Nelson,2
12324,Teresa Wade,1
12325,William Stein,1
12326,Deborah James,2
12327,Amanda Harrison,2
12328,Tina Meyer,1
12329,Katie Park,1
12330,Misty Hunt,1
12331,Mark Mathis,1
12332,Gloria Johnson,1
12333,Dawn Jones,4
12334,Dominique Williamson,1
12335,Kyle Benson,1
12336,Kimberly Mcclain,1
12337,Wayne Estrada,1
12338,Evelyn Webb,1
12339,Justin Hoover,1
12340,Patrick Vasquez,1
12341,Daniel Lopez II,1
12342,Darryl Huber,1
12343,Walter Rodriguez,1
12344,Samuel Sanders,1
12345,Lisa Anderson,4
12346,Mark Martinez,1
12347,Amber Wilson,1
12348,Faith Cherry,1
12349,Lance Patterson,1
12350,Jane Davis,1
12351,Timothy Browning,1
12352,Ashley Lowe,1
12353,Gilbert Garza,1
12354,Melissa Barnes,2
12355,Jeremy Simon,1
12356,William Rojas,1
12357,Jesse Woodard,1
12358,Brenda Gaines,1
12359,Emily Berg,1
12360,Loretta Copeland,1
12361,Isaac Smith,2
12362,Stephen Mccoy,2
12363,Sean Savage,1
12364,Tiffany Murray,1
12365,Denise Krause,1
12366,Francisco Taylor,2
12367,Luis Myers,1
12368,John Hendrix,1
12369,Evelyn Harris,1
12370,Ann Ellis,1
12371,Ruth Bauer,1
12372,Diana Taylor,1
12373,Emily Contreras,2
12374,Paul Ruiz,2
12375,Alexis Boyd,1
12376,Tonya Alexander,1
12377,James Patterson,1
12378,Emily Moreno,2
12379,Carrie Manning,1
12380,George Adams,1
12381,Taylor Hall,1
12382,Jeffrey West,1
12383,Veronica Tucker,2
12384,Robert Walker,2
12385,Thomas Ortiz PhD,1
12386,Christopher Burton,2
12387,Charles Hudson,2
12388,Nathaniel Johnson,3
12389,Terry Preston,1
12390,Renee Rivera,1
12391,Heidi Mayo,1
12392,Whitney Allen,1
12393,Beverly Gray,1
12394,Eric Gaines,1
12395,Stephanie Mora,2
12396,Zachary Gomez,3
12397,Jonathan Kirk,2
12398,Justin Carter,2
12399,Kendra Carter,1
12400,Matthew Ali,1
12401,Kristin Harris,2
12402,Melissa Hubbard,1
12403,Johnny Price,1
12404,Todd Anderson,2
12405,Taylor Ballard,1
12406,Frances Freeman,1
12407,Yvonne Rhodes,1
12408,Todd Mejia,1
12409,Joseph Price,2
12410,Jonathan Strickland,1
12411,Mariah Hoffman,1
12412,Madison Franklin,1
12413,Jeffrey Baker,2
12414,Jack Arroyo,1
12415,Jordan Jenkins,1
12416,Nathan Randall,1
12417,Kyle White,1
12418,Sandra Stevenson,1
12419,Mrs. Janet Kim,1
12420,Richard Schmidt,2
12421,Ashley White,4
12422,Kenneth Love Jr.,1
12423,Stephen Gallagher,1
12424,Chase Munoz,1
12425,Barbara Hammond,1
12426,Renee Cooper,1
12427,Whitney Martinez,1
12428,Terrance Bailey,1
12429,John Wolfe,2
12430,Christina Nichols,1
12431,Sabrina Flores,1
12432,Brett Hernandez,1
12433,Sabrina Harvey,1
12434,Yvonne Lin,1
12435,Mark Doyle,1
12436,Meredith Long,1
12437,William Perez,2
12438,Melanie Russo DDS,1
12439,Valerie Roberts,1
12440,Breanna Cooper,1
12441,Christopher Booker,1
12442,Justin Green,2
12443,Ronald Walker,1
12444,Amanda Edwards,1
12445,Troy Robinson,2
12446,Dr. Ashley Brown,1
12447,Patty Castro,1
12448,William Guerrero,1
12449,Joseph Jenkins,1
12450,Leslie Wheeler,1
12451,Amber Frederick,1
12452,Joshua Roberts,1
12453,Derek Chan,1
12454,George Mitchell,1
12455,Amy Morris,1
12456,Kathleen Olson,2
12457,Matthew Owen,2
12458,Cindy Carroll,1
12459,Molly Riley,1
12460,Stanley Campbell,1
12461,Alexis English,1
12462,Valerie Beck,1
12463,Leah Ferguson,1
12464,Rachael Hill,1
12465,Angelica Fields,1
12466,Tammy Williams,2
12467,Katie Rangel,1
12468,Mark Patel,3
12469,Madison Smith,1
12470,Andrew Delgado,1
12471,Denise Dean,1
12472,Nathan Leonard,1
12473,Michael Myers,3
12474,Jennifer Campbell,4
12475,Carly Martin,1
12476,Natalie Casey,1
12477,Derek Jackson,1
12478,Carl House,1
12479,Danielle Blevins,1
12480,Lucas Hampton,1
12481,Kristine Khan,1
12482,Amber Pierce,1
12483,Elaine Garcia,1
12484,Brianna Larson,1
12485,Nathan Lee,1
12486,Maurice Flores,1
12487,Julia Price,1
12488,Donna Michael,1
12489,Ashley Stark,1
12490,April Hernandez,1
12491,Gloria Cohen,1
12492,Andrea Fernandez,1
12493,Lisa Huber,1
12494,Dr. Ryan Arroyo,1
12495,Jacqueline Reid,1
12496,Sherry Johnson,2
12497,Paula Rogers,1
12498,Kenneth Shah,1
12499,Tracy Ferguson,1
12500,Richard Spencer,1
12501,George White,4
12502,Melissa Wagner,2
12503,Alex Ramirez,1
12504,Joan Williams,1
12505,Stephanie Jacobs,2
12506,Timothy Henry,1
12507,David Hall,1
12508,Jeffrey Silva,2
12509,Tammy Moore,2
12510,Kelly Ryan,1
12511,Olivia Mills,1
12512,Morgan Keith,1
12513,Candice Torres,1
12514,Meredith Friedman,1
12515,Terry Young,1
12516,Mrs. Briana Jackson,1
12517,Catherine Robertson,1
12518,Allison Dudley,1
12519,Debbie White,2
12520,Anita Johnson,1
12521,Andrew Salazar,1
12522,Dr. Grace York,1
12523,Ruth Schmidt,1
12524,Sharon Brooks,1
12525,Cynthia James,2
12526,Christopher Drake,3
12527,Carlos Collins,1
12528,Erika Franklin,1
12529,Patrick Rogers,1
12530,Brenda Martin,1
12531,Jonathan Daniels,2
12532,Bryan Oneill,1
12533,Karla Rangel,1
12534,Kim Simmons,1
12535,Amber Adams MD,1
12536,Angela Sanchez,1
12537,Crystal Lin,1
12538,Cassandra Randolph,1
12539,Dr. Sherry Black,1
12540,Sarah Floyd,1
12541,Elizabeth Melendez,1
12542,Cassandra Mayo,1
12543,Stacy Phelps,1
12544,Gary Harmon,1
12545,Manuel Wells,1
12546,Christopher Mann DDS,1
12547,Ms. Tina Dodson DDS,1
12548,Justin Graham PhD,1
12549,Aaron Martin,1
12550,Collin Mccann,1
12551,Diana Lewis,1
12552,Lawrence Kerr,1
12553,Christina Bush,1
12554,Stephanie Graham,2
12555,Jose Kaiser,1
12556,Veronica Novak,1
12557,Krista Kelley,1
12558,Jason Dunn,1
12559,Ashley Brown,3
12560,Amanda Gonzales,1
12561,Anna Gonzales,1
12562,Kathryn Carter,2
12563,Manuel Ellis,1
12564,Wayne Ray,1
12565,Emily Tapia,1
12566,Alyssa Mcguire,1
12567,Martha Collins DDS,1
12568,Bradley Griffith,1
12569,Scott Schroeder,1
12570,Benjamin Luna,1
12571,Jerry Brewer,1
12572,Ms. Belinda Hudson,1
12573,Misty Powell,1
12574,Matthew Vance,1
12575,Dalton Keith,1
12576,Robin Salinas,1
12577,William Molina,2
12578,Shaun Patel,1
12579,Tammy Stephens,2
12580,Amanda Underwood,1
12581,Jeff Jennings,1
12582,Jeffrey Cruz,1
12583,Bonnie Wilson,1
12584,Bruce Jackson,1
12585,Joseph Bond,1
12586,Edward Mcdonald,2
12587,Paula Dorsey,1
12588,Steven Bond,1
12589,Kristen Davis,2
12590,Joshua Johnson,3
12591,Connie Stewart,1
12592,Chelsea Pratt,1
12593,Erin White,1
12594,Erica Randall,1
12595,Mary Dennis DDS,1
12596,Jennifer Stone,1
12597,Thomas Holder,1
12598,Mark Callahan,1
12599,Jason Summers,1
12600,Jason Brown,6
12601,Brandi Branch,1
12602,Stephanie Mendez,1
12603,Ronald Roberson,1
12604,Tyler Le,1
12605,David Bradford,1
12606,Margaret Cummings,1
12607,Courtney Jimenez,1
12608,Alicia Small,1
12609,Mr. Paul Lane,1
12610,Colleen Clarke,1
12611,Elizabeth Peters,1
12612,Melissa Duarte,1
12613,James Owens,1
12614,John Hall,4
12615,Sierra Flores,2
12616,Miranda Mckee,1
12617,Natalie Wiley,1
12618,Rodney Cannon,2
12619,Sarah Robinson,1
12620,Laura Fisher,1
12621,Lori Jacobs,1
12622,Mason Shaffer,1
12623,Michael Andersen,2
12624,Drew Meyer,1
12625,Richard Jones,2
12626,Amy Harris,2
12627,Willie Garcia,1
12628,Tammy Robinson,1
12629,Kathleen Kramer,1
12630,Matthew Hunt,2
12631,Thomas Rivera,1
12632,Annette English,1
12633,Jason Guerra,1
12634,Joe Jenkins,2
12635,Melissa Armstrong,1
12636,Tara Martin,1
12637,Kimberly Gardner,1
12638,Robert Robertson,1
12639,Ashley Lewis,1
12640,Kimberly Wilson,1
12641,Dr. Nancy Clark DDS,1
12642,Ebony Cook,1
12643,Jeffrey Olson,1
12644,James Jacobson,2
12645,David Townsend,1
12646,Wesley Christensen,1
12647,Alisha Barry,1
12648,Scott Watson,1
12649,Gabriela Oliver,1
12650,Crystal Perez,1
12651,Adam Forbes,1
12652,David Santiago,2
12653,Jennifer Jacobson,1
12654,Brian Sanchez,4
12655,Ray Hill,1
12656,Mary Oconnor,1
12657,Jennifer Murray,2
12658,Beth Alvarez,1
12659,Jacqueline White,2
12660,Ian Rios,1
12661,Ricardo Carney,1
12662,Anthony Thomas,2
12663,James Odonnell,1
12664,Jessica Baldwin,1
12665,Katrina Acosta,1
12666,Colleen Morris,1
12667,Pamela Hampton,1
12668,Jeffrey Stewart,1
12669,Jessica Robinson,1
12670,Kenneth Hall,3
12671,Paul Lopez,1
12672,Amanda Cross,2
12673,Anthony Mcdonald,1
12674,Anthony Campbell,3
12675,Heather Hughes,2
12676,Kenneth Mcmillan,1
12677,Anthony Bowers,1
12678,Jeremy Mendoza,1
12679,Amy Garcia,1
12680,Elizabeth Wilson,2
12681,Dennis Robertson,1
12682,Ashley Atkins,1
12683,Chelsea Foster,1
12684,Jordan Zuniga,1
12685,Felicia Thompson,1
12686,Kelly Riley,1
12687,Sara White,2
12688,Michelle Harrington,1
12689,Bryan Cain,1
12690,Kaitlyn Doyle,2
12691,Jennifer Franco,1
12692,Tiffany Brooks,1
12693,Adriana Fuentes,1
12694,Lisa Snyder,2
12695,Kyle Perez,1
12696,Caitlin Henderson,1
12697,Jason Soto,1
12698,Jason Hensley,2
12699,Danny Cooper,2
12700,Keith Wong,1
12701,Laura Cox,2
12702,Rachael Carter,1
12703,Kelly Lyons DDS,1
12704,Brooke Medina,1
12705,Stephen Stephens,2
12706,Diana Jacobs,1
12707,Joshua Ross,4
12708,Bruce Steele,1
12709,Joseph Ryan,2
12710,Jennifer Sandoval,1
12711,Heather Ward,3
12712,Lisa Moore,3
12713,David Mccarty,1
12714,James Schmidt,1
12715,Donna Powers,2
12716,Pamela Price,1
12717,Patricia Burton,2
12718,Cynthia Johnson MD,1
12719,Sara Robinson,1
12720,Vincent Mcbride,1
12721,Sharon Thomas,1
12722,Mark Munoz,2
12723,Tom Murray,1
12724,Kimberly Vaughan,1
12725,Walter Williams,1
12726,Jake Johnson,1
12727,Richard Adams,2
12728,Nancy Hernandez,1
12729,Timothy Turner DVM,1
12730,Joshua Hughes,1
12731,Debbie Patel,2
12732,Andrea Olson,1
12733,Clinton Munoz,1
12734,Aaron Spears,1
12735,Douglas Fletcher,1
12736,Carmen Turner,1
12737,Walter Padilla,1
12738,Michael Reyes,1
12739,Peggy Young,1
12740,Wanda Knight,1
12741,Anthony Guerrero,1
12742,Alan Williams,2
12743,Lindsey Coleman,1
12744,Nancy Rodriguez,1
12745,Kelly Morton,2
12746,Margaret Ball,1
12747,Vincent Wilson,2
12748,Amanda Ferguson,1
12749,Bryan Nichols,1
12750,George Duran,1
12751,Edwin Jones,1
12752,Stacy Davis,1
12753,Jeff Williams,2
12754,Joel Duke,1
12755,Denise Smith,1
12756,Janet Porter,2
12757,Deborah Manning,1
12758,David Fisher,4
12759,Nicole Bradley,1
12760,Kelly May,1
12761,Curtis Young,1
12762,David Mitchell,1
12763,Andrew Douglas,1
12764,Terry May,1
12765,Chris Bond,1
12766,Austin Trevino,1
12767,Jamie Buchanan,3
12768,Katherine Hughes,1
12769,Cynthia White,2
12770,Jesus Bates,1
12771,Mr. Adrian Deleon,1
12772,Judy Ross,1
12773,Mike Costa,1
12774,Tiffany Bruce,1
12775,Tracey Ho,1
12776,Steven Ramirez,2
12777,Sharon Walker,1
12778,Joel Jimenez,1
12779,Emily Johnson,4
12780,Manuel Hernandez,1
12781,Brent Novak,1
12782,Carolyn Berger,1
12783,Gerald Chambers,1
12784,Chris Ellison DDS,1
12785,Brandon Schaefer,1
12786,Zoe Blackwell,1
12787,Michelle Parrish,1
12788,Katherine Travis,1
12789,Kenneth Santana,1
12790,Veronica Klein,1
12791,Alison Williams,1
12792,Linda Bean,1
12793,Rachel Lara,1
12794,Steve Richard,1
12795,Mark Ortiz,2
12796,Alyssa Wise,1
12797,Donna Brooks,1
12798,Evan Burns,1
12799,Andrew Brown,1
12800,Brandy Martinez,1
12801,Jeremy Gardner,1
12802,Danielle Neal,1
12803,Kylie Sanchez,1
12804,Collin Gray,1
12805,Rebecca Vaughan,1
12806,Kylie Cole,1
12807,Ray Mcintyre,1
12808,Michael Henderson,2
12809,Vanessa Brown,1
12810,Leslie Walker,1
12811,Gwendolyn Bell,2
12812,Walter Howard,1
12813,Jackie James,1
12814,David Robertson,2
12815,Connie Fox,1
12816,Michael Richardson,4
12817,Mitchell Medina,1
12818,Cheryl Pollard,1
12819,Rose Powers,1
12820,Richard Kelly,1
12821,Jillian Blair,1
12822,Jeremiah Brandt,1
12823,Richard Holmes,1
12824,Adrian Orozco,1
12825,Tina Roy,1
12826,Marc Brown,1
12827,David Ward,1
12828,Matthew Perry Jr.,1
12829,Caleb Ramirez,1
12830,April Campos,1
12831,Christopher Mcneil,1
12832,Amanda Bell,2
12833,Patricia Brown,3
12834,Diane Mccoy,1
12835,David Mckay,2
12836,Carmen Palmer,1
12837,Brian Rose,1
12838,Daniel Osborn,1
12839,Jasmine Bryant,1
12840,Peter Douglas,2
12841,Brent Arellano,1
12842,Brandi Cross,1
12843,Julie Young,4
12844,Joseph Knight,5
12845,Elizabeth Casey,1
12846,Patrick Reynolds,1
12847,Mr. Ronald Haas MD,1
12848,Linda Ramirez,2
12849,Natalie Torres,1
12850,Brandon Spencer,1
12851,Carly Randall,1
12852,Jeremiah Gutierrez,1
12853,Bobby Rodriguez,1
12854,Maria Mendoza,1
12855,Benjamin Smith,2
12856,Edwin Daniels,1
12857,Patrick Anderson,2
12858,Michelle Chase,1
12859,Laura Carlson,2
12860,Brenda Hester,1
12861,Robert Hunt,3
12862,Justin Lambert,3
12863,Alexander Bond,1
12864,James Matthews,2
12865,Benjamin Robertson,1
12866,Matthew Clark,2
12867,Jorge Davidson,1
12868,Kayla Barrett,2
12869,Kayla Martinez,3
12870,Maria Weber,1
12871,Cory Anderson,1
12872,Isaac Rubio,1
12873,Brooke Leon,1
12874,Heather Ball,1
12875,Shannon Sullivan,2
12876,Tyler Sims,2
12877,Deborah Ross,1
12878,Mason Taylor,1
12879,Robert Howard,3
12880,Douglas Moore,3
12881,William Butler,2
12882,Tyler Peterson,1
12883,Ashley Price,2
12884,Angela Estes,1
12885,George Malone,1
12886,Mary Lawrence,1
12887,Phillip Edwards,1
12888,Ms. Martha Bailey,1
12889,Crystal West MD,1
12890,Julie Bryant,1
12891,Aaron Baker,2
12892,Stephen Salazar,1
12893,Ms. Ariana Krueger,1
12894,Bailey Thompson,1
12895,Morgan Parsons,1
12896,Ashley Morse,1
12897,Alicia Sims,1
12898,Thomas Gray,2
12899,Cathy Harris,1
12900,Amy Silva,1
12901,Gina White,1
12902,Abigail Liu,1
12903,Rebecca Villarreal,1
12904,Thomas Henderson,1
12905,Ryan Morgan,4
12906,James Mayer,1
12907,Clinton Patterson,1
12908,Michael Bartlett,1
12909,Anthony Mccormick,1
12910,James Silva,2
12911,Troy Simpson,1
12912,Mark Rivas,1
12913,Susan Monroe,1
12914,Emily Erickson,1
12915,Cameron Martin,1
12916,Kimberly Mclaughlin,1
12917,Raymond Gay,1
12918,Lauren Mendoza,1
12919,Brett Jensen,1
12920,Linda Scott,1
12921,Michael Blanchard,1
12922,Catherine Webb,1
12923,Maria Jackson,2
12924,Brian Martinez,2
12925,Thomas Anderson,1
12926,James Frost,2
12927,Tyler Skinner,1
12928,Jennifer Meyer,1
12929,David Cantrell,1
12930,Gary Melendez,1
12931,Jacob Copeland,1
12932,Sue Davila,1
12933,Carol Harris,1
12934,Cassandra Bradley,1
12935,Travis White,1
12936,Teresa Elliott,1
12937,Ashlee Gardner,1
12938,Craig Hampton,1
12939,Andrew King,1
12940,Mrs. Rachael Cox,1
12941,Brittany Peters,1
12942,Victoria Villegas,1
12943,Frank Snyder,1
12944,George Moore,1
12945,Kerry Salinas,1
12946,Thomas Greene,1
12947,Dr. Terri Medina,1
12948,Kimberly Smith,7
12949,Richard Willis,2
12950,Micheal Goodman,1
12951,Thomas Estrada,1
12952,Jose Huynh,1
12953,Amy Ellison,1
12954,Gabriel Gross,1
12955,Bradley Kennedy,1
12956,Darin Espinoza,1
12957,Mercedes Hayes DDS,1
12958,Christina Avery,1
12959,Terri Bennett,1
12960,Cory Howard,1
12961,Heather Perkins,1
12962,Mary Khan,1
12963,Shawn Rodriguez,2
12964,Craig Wilson,1
12965,William Crosby,1
12966,Nicole Norris,1
12967,Patricia Davidson,1
12968,Rebecca Kim,1
12969,Sandra Williams,3
12970,Donald Chambers,1
12971,Jessica Booker,3
12972,Kevin Sellers,1
12973,Charles Brown,4
12974,Corey Mckee,1
12975,Dana Mckenzie,1
12976,Christopher Harvey,2
