album_id,album,release_date,number_of_songs,label_id
15910,Budget.,2010-10-07,32,5
15911,Summer.,2003-04-04,31,2
15912,Example.,1999-02-13,20,6
15913,Somebody bar.,1995-06-03,1,2
15914,Almost leader.,1998-07-31,1,1
15915,Matter.,2014-01-31,31,6
15916,Say.,1995-12-24,36,6
15917,Live home.,2005-12-29,1,4
15918,How.,2012-11-26,41,3
15919,Trip computer.,2018-10-13,1,4
15920,Stuff interest.,2009-07-23,1,2
15921,Cost.,2017-12-25,31,3
15922,Girl they.,2014-03-29,1,5
15923,Exactly.,2006-10-12,26,4
15924,Your.,2011-06-09,30,5
15925,Outside.,2002-05-14,24,2
15926,Claim.,2016-08-19,19,2
15927,Television.,2017-12-15,18,6
15928,Hear.,2004-06-10,32,1
15929,Sell.,2022-06-08,22,3
15930,Also strategy.,2006-02-28,1,3
15931,The.,2007-11-14,26,2
15932,Seat professor.,2021-08-31,1,2
15933,Again call.,2023-10-04,1,6
15934,From all.,2015-02-02,1,3
15935,Result scene.,2014-06-23,1,4
15936,Age growth.,1997-05-25,1,2
15937,Me group.,2020-09-21,1,4
15938,Also.,2015-12-19,28,2
15939,Themselves.,1999-04-14,32,1
15940,Maybe.,1995-09-25,25,3
15941,Stop minute.,2003-09-07,1,1
15942,Say professor.,2013-12-01,1,1
15943,Help.,2011-06-11,31,1
15944,Book.,2006-09-25,33,1
15945,Available woman.,2020-07-14,1,1
15946,White team.,2010-11-17,1,4
15947,Analysis.,1995-05-10,29,3
15948,Many.,2004-07-27,27,6
15949,Wait tonight.,2004-09-12,1,1
15950,Support couple.,2006-07-24,1,1
15951,Draw care.,2015-03-21,1,6
15952,Employee idea.,1999-05-19,1,6
15953,Successful.,2021-04-09,27,5
15954,Three us.,2007-03-10,1,4
15955,Role.,2001-02-14,30,2
15956,Rock pay.,2000-12-06,1,6
15957,Serious.,2017-03-20,28,1
15958,Morning night.,2001-03-23,1,4
15959,Weight employee.,1996-11-21,1,1
15960,View.,2001-06-15,23,5
15961,Modern.,2018-08-22,31,4
15962,Bag and.,2022-06-14,1,2
15963,Big might.,2005-12-16,1,6
15964,For evidence.,1995-03-13,1,4
15965,Fill early.,2019-01-23,1,1
15966,Rock.,2019-11-11,22,1
15967,Go.,1996-01-10,25,3
15968,Small.,2021-07-17,26,2
15969,Hour movement.,2009-10-01,1,4
15970,Why be.,2014-12-05,1,3
15971,Certainly drop.,2012-07-08,1,5
15972,Article.,2007-07-14,29,3
15973,Wife only.,2007-01-07,1,3
15974,Small respond.,2019-10-04,1,1
15975,College heart.,2011-06-26,1,5
15976,Star hope.,1995-04-21,1,5
15977,Order.,2012-07-09,24,4
15978,Story explain.,1998-07-27,1,5
15979,Recent life.,2023-03-17,1,2
15980,Former.,2016-01-02,27,4
15981,Writer.,2015-03-14,25,6
15982,Standard.,2007-08-02,24,1
15983,Within early.,2020-04-25,1,6
15984,Major.,2004-11-25,30,5
15985,Which visit.,1996-04-14,2,6
15986,Alone crime.,1998-08-10,1,6
15987,Recent understand.,1998-03-04,1,5
15988,Data against.,2013-12-23,1,3
15989,Development.,1997-01-23,31,3
15990,Notice.,2019-01-07,33,5
15991,Senior son.,1999-05-26,1,2
15992,Security.,2012-03-18,25,4
15993,Resource act.,2008-05-22,1,6
15994,Surface.,1999-08-16,23,4
15995,Recent eight.,2005-03-01,1,3
15996,Candidate election.,2000-09-11,1,5
15997,Seven modern.,1998-05-23,1,6
15998,Executive.,1997-08-02,34,6
15999,Partner.,2022-09-18,32,1
16000,But million.,2005-03-04,1,6
16001,Student.,1999-07-24,21,5
16002,Since until.,2017-09-15,1,4
16003,Drop.,2004-10-20,25,5
16004,Glass job.,2021-08-25,1,3
16005,Century.,2007-08-20,29,4
16006,Me.,2013-10-03,20,6
16007,New.,2001-09-19,29,4
16008,Then.,2017-05-01,25,5
16009,Low.,2024-07-25,27,4
16010,She they.,2016-03-05,1,2
16011,Financial stand.,1995-03-15,1,3
16012,Company.,2006-07-29,29,1
16013,Available.,2013-03-10,24,5
16014,Movie.,2020-09-13,37,1
16015,Rich.,2019-07-28,23,3
16016,Partner else.,2007-10-06,1,4
16017,Cell.,2017-09-05,30,1
16018,Speech.,1998-06-20,24,3
16019,Well participant.,1994-10-13,1,1
16020,Unit.,2000-08-29,25,6
16021,Investment employee.,2017-11-30,1,5
16022,Strategy fast.,1996-04-05,1,1
16023,Contain.,2020-07-10,25,3
16024,Whose.,2020-05-09,28,6
16025,Although program.,2014-03-01,1,2
16026,Keep.,2024-02-09,29,1
16027,Government feel.,1996-10-27,1,6
16028,Score great.,2024-04-19,1,3
16029,Field box.,2009-02-16,1,3
16030,Top.,2021-12-30,24,6
16031,Building station.,2005-06-08,1,3
16032,Blood member.,1995-12-24,2,2
16033,Today.,1997-06-13,29,5
16034,Republican impact.,2009-08-14,1,2
16035,Personal.,2001-07-02,20,3
16036,If have.,2007-05-29,1,2
16037,Choice.,2017-01-25,23,2
16038,Police now.,2001-08-05,1,4
16039,Score less.,2006-04-10,1,3
16040,Benefit.,1996-06-27,26,2
16041,And.,2019-08-02,30,3
16042,Improve range.,2015-01-14,1,6
16043,Across feeling.,2024-09-04,1,1
16044,Scientist executive.,2019-12-24,1,1
16045,Possible pick.,2014-03-12,1,5
16046,These final.,2008-08-18,1,6
16047,Involve use.,2001-12-30,1,2
16048,About.,2005-05-06,32,6
16049,Nation establish.,2005-01-15,1,5
16050,Use.,2001-07-08,20,5
16051,Learn.,2012-08-19,31,4
16052,Rather.,2004-06-18,32,6
16053,Worry soldier.,2012-10-04,2,2
16054,Head tax.,2009-06-04,1,4
16055,Six information.,2017-05-24,1,4
16056,Yes.,1997-01-13,38,5
16057,Tv performance.,1998-07-07,1,6
16058,Very.,2009-10-07,24,2
16059,Data.,1999-08-15,20,6
16060,And.,2014-05-10,30,6
16061,Total.,2005-04-30,27,3
16062,May as.,1997-01-06,1,4
16063,Else room.,2009-05-01,1,5
16064,Skin.,2017-04-21,28,4
16065,Event.,2017-07-01,23,6
16066,Central.,2011-06-06,22,2
16067,Let.,2012-09-20,22,4
16068,Describe.,2010-06-01,34,4
16069,Such.,2002-12-28,29,5
16070,Speech as.,2013-02-06,1,4
16071,Large.,2000-08-27,21,5
16072,Feeling story.,2012-03-23,1,5
16073,Full standard.,2021-01-26,1,1
16074,Whole test.,2012-01-12,1,6
16075,Show family.,2007-01-02,1,4
16076,Thousand husband.,1997-09-25,1,4
16077,Discuss.,2017-04-23,27,6
16078,Cup.,2021-02-28,23,5
16079,Speech.,2012-03-16,24,3
16080,Score.,1995-03-24,20,3
16081,Fill.,2021-06-28,31,2
16082,Character garden.,2000-07-14,1,1
16083,Help.,2005-10-20,31,5
16084,Home.,2021-04-13,28,4
16085,Although.,2017-01-02,19,5
16086,Social.,2023-09-03,26,4
16087,He.,2002-10-04,30,3
16088,Laugh personal.,2004-04-21,1,1
16089,Can listen.,2011-09-03,1,3
16090,East trip.,2003-06-16,1,6
16091,Use consider.,2005-03-05,1,4
16092,Individual.,2012-10-18,28,4
16093,South.,2009-09-21,23,1
16094,Manager.,2006-11-28,25,2
16095,Southern.,2022-11-12,25,4
16096,Culture.,2001-07-17,33,4
16097,Daughter responsibility.,1998-04-02,1,6
16098,Pay.,2014-03-14,26,2
16099,Interview.,2000-10-03,28,3
16100,Special hope.,2018-09-19,1,5
16101,College.,2011-12-05,26,3
16102,Listen call.,2008-10-04,1,5
16103,Mention.,2021-02-17,27,1
16104,Question.,2008-11-24,30,4
16105,Center receive.,2015-03-11,1,1
16106,Example.,2024-05-08,20,5
16107,Important.,1995-05-09,30,1
16108,To.,2003-04-01,27,3
16109,Help.,1999-09-06,31,5
16110,Large.,2000-11-29,21,3
16111,Son will.,2016-09-20,1,5
16112,Wonder investment.,1999-04-24,2,2
16113,Federal hotel.,1996-04-13,1,5
16114,Method so.,2024-03-19,1,2
16115,Television trade.,2011-12-23,1,1
16116,Sea film.,2000-01-30,1,5
16117,Party message.,2015-01-30,1,1
16118,Billion.,2004-08-09,24,5
16119,Responsibility.,1998-12-14,34,4
16120,Operation.,2001-03-31,27,6
16121,Change blue.,2003-04-27,1,2
16122,Box we.,2011-03-29,1,6
16123,City nor.,2016-03-24,1,5
16124,Notice.,2011-07-23,33,2
16125,Place modern.,1998-10-30,1,2
16126,Big.,2015-04-03,20,6
16127,Follow where.,2005-07-06,1,5
16128,Through way.,2024-08-05,1,1
16129,Then.,2021-11-04,25,6
16130,Course assume.,2022-04-16,1,1
16131,Study give.,1999-01-29,1,2
16132,You.,2018-10-03,29,3
16133,Light manage.,2006-12-02,1,2
16134,Shoulder.,2017-12-01,16,1
16135,Computer agree.,1998-10-02,1,6
16136,House moment.,1998-01-15,1,1
16137,Network picture.,2000-01-03,1,4
16138,Travel.,2022-05-09,28,3
16139,Appear street.,2017-04-04,1,4
16140,Bill live.,2022-02-07,1,2
16141,Respond.,2014-12-13,27,4
16142,Meet table.,2013-02-17,1,6
16143,Too.,2018-05-15,26,2
16144,Field gun.,2008-12-06,1,5
16145,Develop positive.,2021-05-17,1,3
16146,Teach maintain.,2014-08-24,1,5
16147,Perform.,2001-03-28,31,3
16148,Congress begin.,2007-06-26,1,1
16149,Western.,2009-08-20,38,3
16150,Perhaps ten.,2010-10-07,1,5
16151,Study.,2016-11-08,24,1
16152,Car section.,2016-04-16,1,6
16153,Similar.,2002-09-10,27,4
16154,Show reach.,1998-09-11,1,4
16155,Development.,2005-02-09,31,5
16156,Painting.,2006-12-17,29,2
16157,Medical together.,2011-12-22,1,3
16158,Development its.,2001-03-02,1,5
16159,Finish event.,2000-05-26,1,3
16160,Generation drive.,2015-10-06,1,3
16161,Bit.,2015-04-20,18,2
16162,When center.,1994-10-17,1,4
16163,Study.,2013-05-12,24,6
16164,Teach point.,2010-02-15,1,6
16165,Take.,2019-08-06,23,1
16166,Each low.,2004-11-30,1,1
16167,One management.,2017-06-13,1,6
16168,Nearly president.,2017-01-27,1,4
16169,Successful door.,2024-03-17,1,5
16170,Develop.,1997-09-23,28,3
16171,Ten.,2019-09-25,31,5
16172,Available life.,2023-09-13,1,3
16173,Mission.,2000-04-28,23,4
16174,Teach huge.,2001-10-27,1,6
16175,Special.,1999-04-16,19,2
16176,Skin.,2010-08-05,28,3
16177,We author.,2017-05-04,1,3
16178,National.,1996-04-23,34,1
16179,Third.,1996-07-10,31,5
16180,Tonight.,2015-08-16,25,5
16181,Low.,2015-09-04,27,2
16182,Republican dream.,2001-10-12,1,4
16183,Discuss.,2008-04-22,27,3
16184,Home.,2020-07-03,28,5
16185,Program.,2009-07-30,28,3
16186,Bill.,2008-04-10,34,1
16187,For.,2009-03-10,27,4
16188,Our network.,2017-03-07,1,2
16189,Phone entire.,2005-11-08,1,1
16190,Article.,2005-03-27,29,2
16191,Politics.,2014-11-29,27,1
16192,Bring.,1994-11-19,27,6
16193,Back.,2004-12-18,27,1
16194,Impact particularly.,2014-04-23,1,6
16195,Fly.,2008-12-22,34,1
16196,Mouth.,2015-02-02,31,5
16197,Pay majority.,2019-06-30,1,4
16198,Drop.,2023-11-15,25,4
16199,Different land.,2003-11-18,1,1
16200,Expert.,2000-11-22,27,6
16201,Book Democrat.,2019-09-12,1,1
16202,Night.,1996-12-23,20,5
16203,Buy.,1999-04-15,34,6
16204,Reduce myself.,1997-01-22,1,2
16205,Answer factor.,2015-09-12,1,6
16206,Interesting just.,2024-09-21,1,3
16207,Wear.,2003-06-13,17,3
16208,Culture that.,2008-08-16,1,4
16209,Bag they.,1997-12-12,1,1
16210,Win manager.,2019-10-31,1,4
16211,All.,2002-10-15,19,2
16212,Agent.,2007-03-30,24,4
16213,Politics event.,2002-05-23,1,5
16214,Area.,2010-05-09,33,5
16215,Perform.,2014-11-05,31,6
16216,Guess.,2015-10-27,28,6
16217,Without.,2009-12-17,20,4
16218,Most.,2015-01-17,29,2
16219,Certain north.,2012-01-14,1,2
16220,For thought.,2014-02-11,1,6
16221,Plant.,2002-09-28,20,5
16222,Hot.,2019-07-04,21,1
16223,Chance technology.,2020-06-30,1,5
16224,Go some.,2016-10-27,1,1
16225,Benefit plant.,2009-09-24,1,6
16226,Discussion bag.,2001-02-16,1,1
16227,Middle claim.,2013-02-03,1,4
16228,Television.,2007-06-23,18,5
16229,Thousand.,2014-08-11,26,1
16230,Financial only.,2023-11-21,1,1
16231,Concern.,2023-11-27,30,3
16232,Eat ability.,2004-07-29,1,2
16233,Gun I.,2003-10-25,1,4
16234,Possible shoulder.,2009-12-12,1,4
16235,Professor upon.,2009-03-20,1,6
16236,Top life.,2011-09-27,1,1
16237,Remain reality.,2012-12-24,1,3
16238,Campaign.,2023-02-13,25,6
16239,Career.,2003-06-22,31,6
16240,Yourself.,2008-08-07,19,1
16241,Glass none.,2002-06-13,1,6
16242,Cause line.,2019-01-04,1,6
16243,Father exist.,2014-07-20,1,2
16244,During direction.,2004-10-26,1,5
16245,Animal.,2016-11-30,31,1
16246,Ten.,1995-11-14,31,6
16247,Yard bad.,1996-04-02,1,3
16248,Foot catch.,2007-03-07,1,4
16249,Yeah tree.,2023-01-06,1,1
16250,Feel.,2000-06-27,20,5
16251,Foreign.,1999-01-01,22,6
16252,What.,2023-06-12,28,3
16253,Hold.,1997-07-26,28,1
16254,Bag.,2019-01-28,29,5
16255,Serve parent.,2020-03-26,1,1
16256,Leg above.,2005-06-30,1,2
16257,Part.,2005-06-24,27,5
16258,Low bank.,2014-01-25,1,4
16259,Thus age.,2017-08-01,1,3
16260,Court.,2017-08-24,23,1
16261,True.,2011-06-01,24,2
16262,Once result.,2002-12-17,1,5
16263,Watch.,2013-08-17,21,1
16264,They.,2004-10-17,25,6
16265,Scene.,2006-09-25,27,5
16266,Religious identify.,2007-06-16,1,3
16267,Great.,2006-02-17,23,4
16268,Different.,1998-06-23,33,2
16269,Her.,1994-10-30,22,5
16270,Gun could.,2023-11-12,1,6
16271,Mr interesting.,2012-05-06,1,3
16272,Maybe national.,2006-08-18,1,5
16273,Before few.,1997-06-13,1,6
16274,Thus.,2014-09-08,33,3
16275,Drug summer.,2006-07-25,1,5
16276,Anyone culture.,1998-09-23,1,2
16277,Data physical.,2000-10-19,1,1
16278,Recognize American.,2017-09-16,1,6
16279,Clear.,2000-10-05,28,5
16280,Story.,2011-09-25,17,2
16281,But analysis.,2013-03-15,1,2
16282,Cover.,2000-08-03,27,2
16283,Investment newspaper.,2017-12-01,1,2
16284,Statement.,2016-02-10,23,4
16285,Body simply.,2012-09-29,1,1
16286,Rich those.,2000-04-17,1,2
16287,Produce.,2014-11-09,27,4
16288,Per modern.,2008-07-08,1,5
16289,Its.,2014-05-17,34,2
16290,Front.,2013-01-13,38,1
16291,Together artist.,1998-07-25,1,1
16292,Remain reason.,1998-08-30,1,5
16293,International camera.,1996-01-06,1,1
16294,Interest.,1997-04-26,31,6
16295,Attorney quality.,2002-11-29,1,4
16296,Woman.,2007-11-09,27,3
16297,Sea think.,1996-02-20,1,6
16298,Themselves.,2018-08-02,32,4
16299,Bill.,1998-02-01,34,3
16300,Remember.,2002-10-22,30,2
16301,Director friend.,2010-08-14,1,3
16302,Require.,1996-05-24,28,3
16303,Power.,2013-10-05,23,4
16304,Book.,2022-10-03,33,2
16305,Religious.,1998-08-04,31,6
16306,American shoulder.,2018-06-07,1,5
16307,Particular decade.,2012-04-02,1,5
16308,Suggest person.,2017-11-22,1,5
16309,Camera.,2022-10-05,30,3
16310,Military.,2014-11-09,24,1
16311,Heavy guy.,2021-10-14,1,5
16312,Tv ahead.,2006-04-21,1,1
16313,Who.,2000-11-26,24,2
16314,Position fly.,2003-11-29,1,6
16315,Keep.,2023-08-27,29,6
16316,Back focus.,2000-01-11,1,4
16317,Million future.,1995-12-26,1,1
16318,Brother.,2007-07-27,31,6
16319,Fast.,2001-08-10,21,4
16320,None into.,2000-07-28,1,6
16321,Put.,2008-04-30,29,1
16322,Eye realize.,2024-02-27,1,3
16323,Camera live.,2024-06-03,1,4
16324,Get.,2001-10-01,27,4
16325,Early.,1997-11-22,30,3
16326,Nothing fall.,2022-11-11,1,4
16327,Pick.,2023-11-16,31,3
16328,Prepare dark.,1998-10-04,1,2
16329,Well.,2016-05-25,24,4
16330,Car.,2010-07-24,29,3
16331,Debate.,1997-02-25,24,3
16332,Series fill.,2000-02-22,1,3
16333,Task view.,1999-09-10,1,1
16334,At.,2021-10-31,26,5
16335,Around outside.,2011-08-24,1,5
16336,Style.,2017-10-29,22,3
16337,Without.,2003-07-13,20,6
16338,Relate summer.,2016-09-14,1,6
16339,Raise thus.,1995-06-06,1,5
16340,Water popular.,2020-01-28,1,5
16341,Make amount.,2004-01-02,1,5
16342,Receive less.,2003-06-11,1,6
16343,Beautiful collection.,2017-04-09,1,1
16344,Space travel.,2007-04-21,1,4
16345,Site allow.,2003-01-10,1,5
16346,Cover protect.,2007-10-08,1,4
16347,Nothing.,2003-08-03,25,3
16348,Part.,2001-12-29,27,3
16349,Step.,2023-11-09,27,5
16350,Interesting account.,2023-12-09,1,1
16351,Store.,2017-04-02,22,5
16352,Us.,2024-09-13,26,4
16353,Line.,2006-07-04,26,2
16354,History represent.,2018-04-05,1,2
16355,Family fund.,1995-12-10,1,4
16356,Follow last.,2009-10-06,1,5
16357,Lot.,1997-02-19,24,3
16358,Economy position.,2007-10-16,1,4
16359,People.,2016-03-30,34,3
16360,Interesting four.,2017-11-30,1,1
16361,Dog.,2019-08-10,34,6
16362,Particular rule.,1997-05-18,1,4
16363,Question line.,1999-12-03,1,5
16364,Strategy.,2003-02-26,23,1
16365,Development.,2012-09-14,31,5
16366,Size.,2012-11-08,30,5
16367,First hard.,2002-08-24,1,1
16368,Story could.,2012-05-19,1,4
16369,Impact.,2023-09-17,28,6
16370,Quite.,2010-05-04,26,5
16371,Mention.,2024-01-18,27,4
16372,Eight.,2008-01-13,20,2
16373,Today.,2019-06-24,29,6
16374,Might.,1999-05-17,33,1
16375,Born edge.,2010-06-02,1,4
16376,Million various.,1996-10-03,1,2
16377,Catch.,2017-09-21,25,5
16378,Important Mrs.,2005-05-14,1,3
16379,Run drive.,2000-09-17,1,5
16380,Meeting.,2010-06-04,16,5
16381,Arrive.,2021-06-12,24,1
16382,Activity.,2018-09-18,27,1
16383,Middle floor.,2017-07-21,1,3
16384,Share chair.,2021-06-27,1,5
16385,Sport.,1995-06-14,12,1
16386,Woman over.,2020-11-23,1,4
16387,Few article.,2000-11-29,1,6
16388,Second main.,2023-08-15,1,3
16389,Happy within.,2024-04-03,1,2
16390,Citizen.,2005-06-22,31,3
16391,He.,2010-08-29,30,2
16392,Unit.,2005-06-19,25,2
16393,Though test.,2010-03-14,1,3
16394,Art leg.,2018-03-23,1,6
16395,Own deep.,2023-04-22,1,6
16396,Assume ever.,2016-03-07,1,4
16397,Take true.,2006-04-05,1,2
16398,Record.,2006-02-15,28,2
16399,Pass read.,1994-12-19,1,6
16400,Develop strategy.,2016-08-13,1,4
16401,Stand administration.,1997-12-01,1,3
16402,Tonight not.,2017-02-28,1,4
16403,Crime.,2010-04-20,26,6
16404,Agreement.,2018-12-07,24,5
16405,Discover listen.,1995-06-29,1,4
16406,Be.,1999-02-07,31,2
16407,Stand.,1997-04-06,20,5
16408,Approach.,2003-01-18,26,3
16409,Ask.,2014-11-11,17,2
16410,Hand thought.,1994-10-27,1,3
16411,Plant two.,1998-10-02,1,3
16412,Win job.,1997-04-05,1,3
16413,These.,2010-05-22,27,3
16414,Threat fall.,2018-07-13,1,2
16415,Wife.,1996-03-24,23,6
16416,Could project.,2005-08-12,1,2
16417,Quite.,2007-10-19,26,1
16418,Very.,2024-09-10,24,6
16419,Here up.,1995-02-16,1,2
16420,Consumer.,2011-10-28,29,5
16421,Instead.,2003-08-28,34,3
16422,Help.,2012-06-05,31,1
16423,Way.,1995-07-18,30,1
16424,Road.,2020-01-11,31,1
16425,Face light.,2014-01-24,1,6
16426,Ok.,1999-03-11,23,2
16427,Between senior.,2019-08-11,1,2
16428,Parent.,2016-06-19,32,5
16429,Guy.,2011-05-14,29,3
16430,Myself.,2016-03-03,28,2
16431,Next.,2017-11-04,21,5
16432,Green.,1995-12-30,22,5
16433,Artist eat.,1999-06-07,1,3
16434,She very.,2000-06-30,1,5
16435,Energy window.,1996-04-08,1,3
16436,Should cut.,2012-04-25,1,3
16437,Each.,2013-08-01,26,6
16438,Able.,2022-12-31,26,2
16439,Field.,2004-05-10,22,3
16440,Participant.,2023-04-04,30,1
16441,Recognize staff.,2022-04-10,1,1
16442,Pick staff.,2007-09-18,1,3
16443,Early hope.,2020-04-18,1,3
16444,Image which.,2012-05-03,1,5
16445,Actually it.,2003-03-25,1,1
16446,Field.,1994-12-14,22,1
16447,Second month.,2013-03-20,1,2
16448,Argue listen.,2016-06-22,1,6
16449,Own write.,2003-11-13,1,4
16450,Movement.,2015-10-23,29,3
16451,Himself.,2002-05-26,28,3
16452,Ground.,2001-06-10,26,6
16453,Side quality.,1999-06-14,1,5
16454,Before page.,2012-12-13,1,1
16455,Over job.,2015-12-30,1,4
16456,Choice from.,2010-07-13,1,1
16457,Property.,2017-05-25,27,2
16458,Practice.,2022-11-03,25,2
16459,Item rock.,2011-08-22,1,4
16460,Say buy.,2013-02-14,1,6
16461,Key.,1996-01-30,27,4
16462,Figure news.,2016-10-29,1,6
16463,Theory alone.,2012-10-01,1,1
16464,Record.,2005-11-20,28,6
16465,Just.,1996-07-01,38,1
16466,Nearly.,2010-10-29,25,2
16467,Where.,2022-04-25,26,3
16468,Focus.,1998-04-28,32,5
16469,Create hear.,2024-07-19,1,4
16470,Firm measure.,2006-08-16,1,1
16471,Never still.,2000-05-20,1,2
16472,Best deep.,2019-09-21,1,2
16473,Particularly.,2017-08-19,17,2
16474,Home.,2011-11-08,28,4
16475,Nation above.,2024-06-01,1,6
16476,Indicate act.,1997-11-06,1,4
16477,Common different.,1996-12-30,1,3
16478,Not.,2001-08-10,17,5
16479,Draw not.,2013-04-02,1,5
16480,Job across.,2022-02-20,1,5
16481,Fight.,2011-05-24,26,5
16482,Bad become.,2005-05-31,1,3
16483,Exist tree.,2023-02-06,1,4
16484,Himself.,2004-12-31,28,5
16485,Along admit.,2005-11-17,1,5
16486,Them particularly.,2002-03-15,1,2
16487,Citizen.,2008-09-01,31,3
16488,Inside.,2018-11-22,19,3
16489,Fill safe.,1995-09-01,1,6
16490,Toward.,2018-10-30,25,6
16491,May billion.,2004-06-19,1,2
16492,Drop.,2022-03-23,25,5
16493,High.,1994-10-15,24,6
16494,Book.,2011-07-07,33,1
16495,Face.,2019-05-31,20,1
16496,May skill.,2009-06-06,1,5
16497,Evening.,2011-07-11,29,1
16498,Give far.,2008-05-13,1,2
16499,She customer.,2024-05-21,1,1
16500,Democrat keep.,2019-08-28,1,3
16501,Thus history.,2018-02-15,1,2
16502,Information.,2021-03-04,27,5
16503,Work.,1997-08-10,26,3
16504,Yet.,2017-10-29,17,2
16505,Century whatever.,2020-02-08,1,5
16506,With television.,2014-11-12,1,2
16507,Simple player.,1997-12-29,1,4
16508,Sometimes coach.,2017-06-03,1,5
16509,Seek us.,2002-07-31,1,5
16510,Fight close.,2005-05-04,1,5
16511,Until recognize.,2020-03-22,1,2
16512,Owner.,2011-10-15,27,5
16513,Story figure.,1996-09-17,1,6
16514,Actually loss.,2001-03-20,1,2
16515,Her show.,2010-07-01,1,5
16516,Around.,2010-02-23,30,1
16517,Produce.,2006-06-21,27,3
16518,Manage public.,2013-01-22,1,6
16519,Do fall.,1998-08-25,1,1
16520,Cup.,2014-09-25,23,5
16521,Design.,2022-12-20,28,6
16522,Agree remember.,2018-06-22,1,4
16523,Day.,1999-07-25,29,6
16524,Policy.,2006-01-26,19,4
16525,East.,2008-04-15,23,6
16526,Response media.,2007-10-23,1,6
16527,Market.,2014-04-15,37,3
16528,Participant against.,2000-04-04,1,5
16529,Themselves.,2005-11-02,32,2
16530,Various trouble.,1996-04-08,1,1
16531,Late.,2003-08-26,33,5
16532,Hold.,2013-06-14,28,1
16533,Population later.,2018-01-19,1,1
16534,Do yard.,2001-02-28,1,6
16535,Audience.,2012-06-04,30,1
16536,Vote deep.,2005-01-23,1,1
16537,Finish.,1999-06-22,19,2
16538,Fast western.,2024-08-26,1,6
16539,Drive lot.,2007-08-15,1,4
16540,Mother focus.,2024-01-28,1,1
16541,Within.,2020-02-04,22,4
16542,Far.,2016-03-24,21,2
16543,Learn.,2016-07-25,31,1
16544,Activity.,2012-01-29,27,4
16545,Big.,2006-11-01,20,4
16546,Offer less.,2008-04-19,1,2
16547,Because.,2018-08-18,19,2
16548,White respond.,2012-05-31,1,5
16549,Sense.,1995-02-09,20,1
16550,Prepare.,1997-02-04,31,5
16551,Today join.,2012-03-16,1,1
16552,Operation.,2018-06-12,27,5
16553,Happy difference.,2001-10-04,1,6
16554,Trouble.,2003-12-17,23,1
16555,Deal.,2014-09-05,30,4
16556,Reflect.,2024-02-23,27,1
16557,Beautiful.,2007-02-14,27,3
16558,Fact teacher.,2005-04-12,1,5
16559,Clear.,1998-05-10,28,1
16560,Within.,2013-07-14,22,5
16561,Question apply.,2022-11-08,1,6
16562,Purpose.,2012-02-26,42,6
16563,Rich picture.,1996-10-19,1,5
16564,Near black.,2008-03-02,1,3
16565,White single.,2014-12-05,1,1
16566,Food.,2019-11-09,17,2
16567,Why share.,2022-03-03,1,6
16568,Including.,2017-06-03,30,6
16569,Network race.,2024-07-24,1,4
16570,Thus travel.,1995-09-07,1,5
16571,Rise hour.,1995-01-02,1,1
16572,Ago.,2020-06-01,24,6
16573,Song short.,2000-02-01,1,3
16574,Else.,2014-02-20,29,1
16575,Loss.,2017-05-11,24,2
16576,Test quickly.,2005-02-12,1,1
16577,Similar.,2014-04-13,27,6
16578,Image.,2007-09-12,23,5
16579,Close.,2022-12-03,23,2
16580,Chance practice.,2020-03-30,1,5
16581,Tonight home.,2008-02-22,1,3
16582,Life she.,2017-03-18,1,5
16583,Mention.,2020-02-13,27,1
16584,Civil effort.,2004-09-22,1,5
16585,Can.,2021-04-08,24,3
16586,Change yard.,2010-03-19,1,5
16587,Recently.,2016-06-25,33,4
16588,Fill office.,2017-08-21,1,5
16589,Happen.,2011-11-21,21,2
16590,Help other.,2016-04-25,1,2
16591,Collection.,2002-06-03,25,4
16592,Figure character.,1994-10-22,1,1
16593,Ever.,2018-04-11,37,1
16594,Attack expert.,2021-01-16,1,5
16595,About.,2007-03-25,32,6
16596,Win know.,2013-08-03,2,2
16597,Real information.,2020-08-24,1,6
16598,State.,2021-01-28,23,4
16599,Leave.,2019-07-13,34,1
16600,Picture.,2014-09-07,24,1
16601,Executive.,2004-09-18,34,4
16602,Face commercial.,2023-04-19,1,6
16603,Which weight.,2021-05-03,2,5
16604,Practice.,2018-06-06,25,3
16605,Necessary experience.,2012-01-19,1,1
16606,Follow story.,2000-10-17,1,3
16607,My.,2003-05-14,16,4
16608,Everyone responsibility.,2010-03-22,1,3
16609,See.,1998-10-01,24,6
16610,Future figure.,2024-08-17,1,2
16611,Keep accept.,2020-08-08,1,1
16612,Future happy.,2002-01-27,1,4
16613,Quality actually.,2008-05-07,1,6
16614,Some garden.,1998-11-18,1,2
16615,Coach.,1998-11-15,16,3
16616,Surface avoid.,2005-07-25,2,4
16617,Open senior.,2012-06-01,1,6
16618,Poor.,2018-08-18,34,1
16619,Rise realize.,1998-05-30,1,1
16620,Season.,1997-06-15,26,2
16621,Eye night.,1999-12-12,1,6
16622,First writer.,2021-06-23,1,2
16623,Well now.,2020-01-30,1,4
16624,While soldier.,2019-08-23,1,2
16625,Game.,2018-12-31,26,5
16626,Alone.,2009-04-20,30,2
16627,Growth.,2004-02-12,20,6
16628,Owner indeed.,2002-04-17,1,4
16629,See knowledge.,1995-02-26,2,2
